Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Arsenal,27,26.9,46.8,38,418,3420,38.0,47,33,80,42,5,6,69,3,45.7,40.9,33.3,74.2,556,1191,1.24,0.87,2.11,1.11,1.97,1.2,0.88,2.08,1.08,1.95
vs Aston Villa,31,26.7,53.5,38,418,3420,38.0,52,35,87,48,4,6,83,1,49.0,44.1,33.7,77.8,741,1514,1.37,0.92,2.29,1.26,2.18,1.29,0.89,2.18,1.16,2.05
vs Brentford,29,26.8,55.5,38,418,3420,38.0,54,41,95,49,5,5,50,3,48.5,44.6,34.7,79.3,734,1523,1.42,1.08,2.5,1.29,2.37,1.28,0.91,2.19,1.17,2.09
vs Brighton,26,26.9,45.3,38,418,3420,38.0,44,34,78,41,3,4,80,0,42.9,39.8,30.0,69.9,642,1263,1.16,0.89,2.05,1.08,1.97,1.13,0.79,1.92,1.05,1.84
vs Burnley,23,26.7,60.2,38,418,3420,38.0,51,36,87,46,5,5,44,0,57.1,53.2,40.7,93.9,865,1711,1.34,0.95,2.29,1.21,2.16,1.5,1.07,2.57,1.4,2.47
vs Chelsea,26,26.7,37.7,38,418,3420,38.0,32,20,52,26,6,6,69,4,33.2,28.9,21.7,50.6,495,1004,0.84,0.53,1.37,0.68,1.21,0.87,0.57,1.45,0.76,1.33
vs Crystal Palace,24,26.8,49.1,38,418,3420,38.0,44,30,74,41,3,4,74,3,40.7,37.6,28.3,65.9,563,1402,1.16,0.79,1.95,1.08,1.87,1.07,0.74,1.82,0.99,1.73
vs Everton,33,26.8,60.3,38,418,3420,38.0,61,46,107,59,2,2,72,0,55.4,53.9,41.8,95.8,735,1799,1.61,1.21,2.82,1.55,2.76,1.46,1.1,2.56,1.42,2.52
vs Leeds United,29,26.9,47.5,38,418,3420,38.0,78,59,137,73,5,5,74,3,67.8,64.0,48.5,112.4,700,1359,2.05,1.55,3.61,1.92,3.47,1.79,1.28,3.06,1.68,2.96
vs Leicester City,28,26.8,47.9,38,418,3420,38.0,58,36,94,51,7,9,60,0,59.3,52.6,39.8,92.4,732,1496,1.53,0.95,2.47,1.34,2.29,1.56,1.05,2.61,1.38,2.43
vs Liverpool,27,26.7,36.7,38,418,3420,38.0,25,18,43,25,0,0,63,3,33.8,33.8,27.5,61.3,469,912,0.66,0.47,1.13,0.66,1.13,0.89,0.72,1.61,0.89,1.61
vs Manchester City,26,26.9,31.5,38,418,3420,38.0,26,23,49,25,1,1,68,3,24.6,23.9,19.0,42.8,392,757,0.68,0.61,1.29,0.66,1.26,0.65,0.5,1.15,0.63,1.13
vs Manchester Utd,29,27.0,47.1,38,418,3420,38.0,54,41,95,51,3,5,48,1,53.0,49.4,39.0,88.4,672,1404,1.42,1.08,2.5,1.34,2.42,1.39,1.03,2.42,1.3,2.33
vs Newcastle Utd,29,26.8,60.1,38,418,3420,38.0,60,43,103,55,5,6,75,3,57.1,52.6,42.7,95.3,774,1725,1.58,1.13,2.71,1.45,2.58,1.5,1.12,2.63,1.39,2.51
vs Norwich City,28,26.8,57.5,38,418,3420,38.0,82,57,139,73,9,12,62,2,75.5,66.3,54.4,120.7,822,1773,2.16,1.5,3.66,1.92,3.42,1.99,1.43,3.42,1.75,3.18
vs Southampton,25,26.8,52.1,38,418,3420,38.0,65,47,112,63,2,2,64,1,60.0,58.5,45.7,104.3,647,1497,1.71,1.24,2.95,1.66,2.89,1.58,1.2,2.78,1.54,2.74
vs Tottenham,25,26.8,48.0,38,418,3420,38.0,39,29,68,37,2,2,83,6,39.3,37.7,30.2,67.9,653,1443,1.03,0.76,1.79,0.97,1.74,1.03,0.79,1.83,0.99,1.79
vs Watford,30,26.8,59.7,38,418,3420,38.0,74,56,130,68,6,7,64,1,64.5,59.0,49.3,108.4,744,1742,1.95,1.47,3.42,1.79,3.26,1.7,1.3,3.0,1.55,2.85
vs West Ham,25,26.8,52.2,38,418,3420,38.0,49,38,87,47,2,6,49,3,53.5,48.8,39.9,88.7,845,1536,1.29,1.0,2.29,1.24,2.24,1.41,1.05,2.46,1.28,2.33
vs Wolves,26,26.7,50.4,38,418,3420,38.0,42,23,65,33,9,10,90,3,56.9,49.2,38.6,87.8,780,1520,1.11,0.61,1.71,0.87,1.47,1.5,1.02,2.51,1.3,2.31
