Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Almería,29,26.4,38,3420,90,100,38.0,418,81,229,187,21,254,1.08,49,65,-16,-0.42,45.5,62.5,-17.0,-0.45
Athletic Club,26,27.4,38,3420,90,100,38.0,418,81,234,182,19,248,1.34,47,43,4,0.11,54.2,36.9,17.3,0.46
Atlético Madrid,27,28.5,38,3420,90,100,38.0,418,81,245,168,22,201,2.03,70,33,37,0.97,61.9,41.1,20.8,0.55
Barcelona,29,25.9,38,3420,90,100,38.0,418,81,246,168,23,227,2.32,70,20,50,1.32,75.5,33.2,42.3,1.11
Betis,30,28.6,38,3420,90,100,38.0,418,81,242,165,21,254,1.58,46,41,5,0.13,51.3,50.0,1.3,0.03
Cádiz,38,29.1,38,3420,90,100,38.0,418,79,230,183,24,244,1.11,30,53,-23,-0.61,41.5,61.6,-20.1,-0.53
Celta Vigo,26,26.7,38,3420,90,100,38.0,418,81,253,161,22,266,1.13,43,53,-10,-0.26,42.6,45.4,-2.8,-0.07
Elche,32,28.3,38,3420,90,100,38.0,418,79,234,177,24,242,0.66,30,67,-37,-0.97,37.5,70.0,-32.6,-0.86
Espanyol,33,27.6,38,3420,90,100,38.0,418,81,246,169,21,238,0.97,52,69,-17,-0.45,48.3,59.8,-11.5,-0.3
Getafe,25,27.4,38,3420,90,100,38.0,418,82,249,165,20,269,1.11,34,45,-11,-0.29,36.7,46.0,-9.4,-0.25
Girona,29,26.0,38,3420,90,100,38.0,418,81,239,179,21,228,1.29,58,55,3,0.08,50.6,54.9,-4.3,-0.11
Mallorca,31,27.7,38,3420,90,100,38.0,418,82,250,165,19,280,1.32,37,43,-6,-0.16,35.2,46.4,-11.2,-0.3
Osasuna,26,27.5,38,3420,90,100,38.0,418,81,230,183,20,198,1.39,37,42,-5,-0.13,39.8,45.7,-5.9,-0.15
Rayo Vallecano,28,27.9,38,3420,90,100,38.0,418,82,231,183,18,267,1.29,45,53,-8,-0.21,43.9,50.3,-6.4,-0.17
Real Madrid,26,27.4,38,3420,90,100,38.0,418,83,265,151,18,248,2.05,75,36,39,1.03,75.5,38.9,36.6,0.96
Real Sociedad,30,25.9,38,3420,90,100,38.0,418,81,238,178,22,267,1.87,51,35,16,0.42,52.9,33.0,19.8,0.52
Sevilla,35,28.7,38,3420,90,100,38.0,418,78,231,177,26,236,1.29,47,54,-7,-0.18,46.3,54.2,-7.9,-0.21
Valencia,28,24.2,38,3420,90,100,38.0,418,81,238,176,22,271,1.11,42,45,-3,-0.08,49.3,43.5,5.8,0.15
Valladolid,36,27.4,38,3420,90,100,38.0,418,78,227,189,27,225,1.05,33,63,-30,-0.79,38.5,65.2,-26.6,-0.7
Villarreal,32,28.4,38,3420,90,100,38.0,418,81,245,172,21,204,1.68,59,40,19,0.5,61.6,49.9,11.8,0.31
