Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Arsenal,1,7,7,630,7.0,14,2.0,29,15,58.6,1,1,5,1,14.3,2,2,0,0,0.0
vs Aston Villa,2,7,7,630,7.0,6,0.86,23,17,73.9,2,3,2,4,57.1,0,0,0,0,
vs Bournemouth,1,7,7,630,7.0,11,1.57,31,20,67.7,1,2,4,1,14.3,1,1,0,0,0.0
vs Brentford,1,7,7,630,7.0,9,1.29,25,15,68.0,4,1,2,1,14.3,2,1,1,0,50.0
vs Brighton,1,7,7,630,7.0,10,1.43,30,19,73.3,2,3,2,1,14.3,3,2,1,0,33.3
vs Burnley,1,7,7,630,7.0,7,1.0,18,11,61.1,5,1,1,2,28.6,0,0,0,0,
vs Chelsea,2,7,7,630,7.0,13,1.86,31,18,61.3,2,2,3,1,14.3,1,1,0,0,0.0
vs Crystal Palace,1,7,7,630,7.0,9,1.29,34,25,76.5,1,3,3,2,28.6,1,1,0,0,0.0
vs Everton,1,7,7,630,7.0,9,1.29,25,16,68.0,2,2,3,2,28.6,1,1,0,0,0.0
vs Fulham,1,7,7,630,7.0,8,1.14,19,13,57.9,3,2,2,1,14.3,0,0,0,0,
vs Leeds United,2,7,7,630,7.0,7,1.0,24,17,75.0,3,2,2,3,42.9,1,1,0,0,0.0
vs Liverpool,2,7,7,630,7.0,13,1.86,30,17,60.0,2,0,5,0,0.0,1,1,0,0,0.0
vs Manchester City,2,7,7,630,7.0,15,2.14,32,19,53.1,2,1,4,1,14.3,0,0,0,0,
vs Manchester Utd,2,7,7,628,7.0,9,1.29,34,26,76.5,3,1,3,2,28.6,3,1,1,1,50.0
vs Newcastle Utd,1,7,7,630,7.0,6,0.86,25,19,80.0,2,3,2,3,42.9,1,1,0,0,0.0
vs Nott'ham Forest,1,7,7,630,7.0,5,0.71,28,23,82.1,4,2,1,4,57.1,0,0,0,0,
vs Sunderland,1,7,7,630,7.0,7,1.0,19,12,68.4,2,2,3,3,42.9,1,1,0,0,0.0
vs Tottenham,1,7,7,630,7.0,13,1.86,26,14,50.0,1,2,4,1,14.3,0,0,0,0,
vs West Ham,2,7,7,630,7.0,6,0.86,25,19,80.0,5,1,1,3,42.9,1,1,0,0,0.0
vs Wolves,2,7,7,630,7.0,5,0.71,23,19,78.3,5,2,0,3,42.9,0,0,0,0,
