Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Arminia,2,34.0,53,7,1,6,2,56.9,0.28,5.9,0.17,419,918,45.6,1464,94,49.6,37.3,332,57.8,46.5,559,12,2.1,48,1.41,18.4
Augsburg,1,34.0,56,5,1,2,2,52.3,0.31,-1.7,-0.05,233,579,40.2,949,145,41.9,36.5,289,62.6,47.5,532,24,4.5,51,1.5,16.7
Bayern Munich,3,34.0,37,2,1,2,1,32.6,0.27,-3.4,-0.1,121,256,47.3,1285,194,18.3,27.6,205,10.2,24.2,316,12,3.8,105,3.09,26.2
Bochum,2,34.0,52,5,1,4,4,49.9,0.27,1.9,0.06,484,1069,45.3,1457,109,60.5,36.1,273,68.5,48.5,463,28,6.0,72,2.12,10.7
Dortmund,3,34.0,52,6,2,6,2,46.9,0.31,-3.1,-0.09,93,279,33.3,996,176,20.4,27.5,225,33.8,33.8,402,20,5.0,63,1.85,16.1
Eint Frankfurt,3,34.0,49,4,0,3,1,52.4,0.3,4.4,0.13,162,557,29.1,1055,157,40.8,21.9,266,47.7,42.2,460,23,5.0,46,1.35,10.8
Freiburg,2,34.0,46,2,1,5,1,42.7,0.27,-2.3,-0.07,267,684,39.0,1145,126,42.0,34.4,273,74.4,58.1,496,18,3.6,36,1.06,6.3
Gladbach,2,34.0,61,3,1,5,0,57.3,0.29,-3.7,-0.11,153,452,33.8,1243,166,29.0,29.5,238,38.2,36.2,446,19,4.3,53,1.56,8.0
Greuther Fürth,3,34.0,82,6,1,12,5,66.9,0.33,-10.1,-0.3,248,719,34.5,1120,144,46.5,41.1,289,68.5,49.4,546,28,5.1,53,1.56,17.2
Hertha BSC,2,34.0,71,8,1,10,0,56.0,0.29,-15.0,-0.44,189,521,36.3,880,172,38.8,39.7,280,64.3,48.9,548,30,5.5,42,1.24,12.1
Hoffenheim,2,34.0,60,2,0,9,1,53.2,0.32,-5.8,-0.17,143,406,35.2,1318,190,26.6,29.0,239,23.0,27.7,430,28,6.5,65,1.91,16.7
Köln,2,34.0,49,0,2,6,2,51.1,0.33,4.1,0.12,174,417,41.7,1264,135,27.1,33.1,253,29.6,31.9,432,13,3.0,34,1.0,17.4
Leverkusen,3,34.0,47,2,2,6,1,44.1,0.26,-1.9,-0.06,139,408,34.1,1055,185,29.0,25.4,300,34.0,31.6,418,17,4.1,45,1.32,13.0
Mainz 05,2,34.0,45,5,0,4,1,41.2,0.29,-2.8,-0.08,122,403,30.3,823,175,35.5,25.8,258,43.0,38.8,450,31,6.9,70,2.06,14.4
RB Leipzig,3,34.0,37,3,0,6,1,33.4,0.28,-2.6,-0.08,120,317,37.9,975,163,25.5,36.4,225,30.2,31.0,353,14,4.0,65,1.91,
Stuttgart,2,34.0,59,4,1,8,1,53.0,0.31,-5.0,-0.15,102,257,39.7,860,174,21.3,26.8,282,26.2,28.9,514,19,3.7,41,1.21,17.8
Union Berlin,2,34.0,44,2,0,5,4,33.9,0.28,-6.1,-0.18,206,594,34.7,992,150,44.2,36.0,265,58.9,43.6,482,40,8.3,27,0.79,12.9
Wolfsburg,2,34.0,54,4,1,6,1,53.3,0.31,0.3,0.01,183,428,42.8,1028,166,30.7,31.8,256,43.8,38.7,510,33,6.5,37,1.09,13.6
