Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
vs Arminia,26,34.0,20046,18187,1771,459,55,126,682,808,197,92,83,1,15867,88,320
vs Augsburg,26,34.0,18679,16797,1825,487,50,95,685,805,195,83,86,1,14770,57,324
vs Bayern Munich,30,34.0,13089,11510,1497,362,38,80,441,543,107,61,30,1,9519,82,300
vs Bochum,28,34.0,16907,15041,1819,460,53,100,581,850,178,81,81,2,12790,47,330
vs Dortmund,33,34.0,14551,12940,1544,409,46,115,510,620,145,79,54,1,10982,67,305
vs Eint Frankfurt,27,34.0,17401,15561,1756,453,32,101,586,776,160,81,45,0,13117,84,369
vs Freiburg,26,34.0,16596,14810,1732,432,40,106,622,758,175,86,70,0,12623,54,249
vs Gladbach,26,34.0,15346,13736,1521,396,54,112,606,661,162,88,48,6,11762,89,356
vs Greuther Fürth,29,34.0,18256,16478,1723,480,56,133,678,782,185,73,78,0,14382,55,327
vs Hertha BSC,36,34.0,18324,16461,1772,460,52,139,698,814,194,88,78,2,14462,91,317
vs Hoffenheim,32,34.0,16045,14197,1746,475,69,104,540,749,148,67,57,0,12393,102,322
vs Köln,26,34.0,14126,12175,1877,458,43,132,517,828,179,87,79,0,10051,74,368
vs Leverkusen,29,34.0,15822,14184,1586,404,44,101,554,679,145,81,42,4,12236,52,285
vs Mainz 05,28,34.0,17406,15579,1782,526,30,125,561,748,156,68,57,2,13243,45,340
vs RB Leipzig,29,34.0,15427,13757,1582,410,52,79,463,701,126,56,51,0,11694,88,352
vs Stuttgart,34,34.0,16993,15338,1623,400,29,68,656,720,173,85,68,0,13134,32,301
vs Union Berlin,28,34.0,19206,17386,1786,471,41,116,577,819,148,70,54,1,15211,34,258
vs Wolfsburg,30,34.0,16308,14529,1726,454,27,84,644,768,181,72,76,2,12400,53,324
