Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
Squad,# Pl,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Arminia,26,34.0,558,16.41,371,60,40,27,48,12,38,1.12,27,2,4,2,2,1
Augsburg,25,34.0,566,16.65,377,65,39,28,44,13,57,1.68,40,4,4,5,4,0
Bayern Munich,29,34.0,1040,30.59,823,67,59,55,27,9,171,5.03,134,8,13,8,7,1
Dortmund,26,34.0,879,25.85,655,61,57,46,47,13,131,3.85,99,7,11,7,5,2
Eint Frankfurt,25,34.0,806,23.71,595,81,35,43,41,11,114,3.35,75,11,5,10,11,2
Freiburg,24,34.0,666,19.59,474,73,22,47,44,6,83,2.44,55,8,3,10,6,1
Gladbach,23,34.0,779,22.91,556,77,39,53,46,8,109,3.21,70,9,3,14,13,0
Hertha BSC,32,34.0,644,18.94,447,62,47,31,44,13,68,2.0,50,3,3,5,7,0
Hoffenheim,30,34.0,768,22.59,584,63,34,35,42,10,91,2.68,62,6,9,7,7,0
Köln,28,34.0,630,18.53,444,69,33,36,43,5,56,1.65,36,5,4,7,4,0
Leverkusen,30,34.0,781,22.97,580,61,60,46,27,7,92,2.71,62,7,11,9,3,0
Mainz 05,31,34.0,628,18.47,440,68,34,31,42,13,64,1.88,42,6,2,8,6,0
RB Leipzig,25,34.0,973,28.62,731,67,47,60,55,13,104,3.06,71,4,8,10,8,3
Schalke 04,42,34.0,519,15.26,340,65,27,39,40,8,41,1.21,30,4,3,2,2,0
Stuttgart,29,34.0,805,23.68,580,73,41,49,45,17,93,2.74,63,8,6,5,9,2
Union Berlin,27,34.0,683,20.09,475,73,26,41,50,18,86,2.53,59,10,2,4,8,3
Werder Bremen,27,34.0,619,18.21,448,54,31,34,41,11,62,1.82,44,7,2,3,5,1
Wolfsburg,26,34.0,811,23.85,593,72,45,54,39,8,99,2.91,76,4,6,8,4,1
