Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Angers,21,25.8,36.6,7,77,630,7.0,3,2,5,2,1,1,10,1,6.6,5.9,4.5,10.3,100,183,0.43,0.29,0.71,0.29,0.57,0.95,0.64,1.59,0.84,1.48
Auxerre,22,25.3,44.3,7,77,630,7.0,4,3,7,4,0,1,17,3,7.5,6.8,4.8,11.6,83,208,0.57,0.43,1.0,0.57,1.0,1.07,0.69,1.75,0.97,1.65
Brest,24,27.2,44.3,7,77,630,7.0,11,8,19,9,2,2,10,2,11.5,9.9,7.4,17.4,74,201,1.57,1.14,2.71,1.29,2.43,1.64,1.06,2.71,1.42,2.48
Le Havre,22,28.0,46.9,7,77,630,7.0,8,5,13,7,1,2,13,0,9.7,8.1,7.0,15.1,111,230,1.14,0.71,1.86,1.0,1.71,1.39,0.99,2.38,1.16,2.16
Lens,22,27.4,44.7,7,77,630,7.0,10,5,15,8,2,2,16,2,12.8,11.2,7.8,19.0,103,244,1.43,0.71,2.14,1.14,1.86,1.83,1.12,2.94,1.6,2.72
Lille,26,26.5,55.0,7,77,630,7.0,14,10,24,13,1,2,15,0,13.9,12.4,9.7,22.0,128,313,2.0,1.43,3.43,1.86,3.29,1.98,1.38,3.36,1.77,3.15
Lorient,22,25.3,43.7,7,77,630,7.0,9,7,16,9,0,1,23,1,9.3,8.3,7.1,15.5,129,248,1.29,1.0,2.29,1.29,2.29,1.33,1.02,2.35,1.19,2.21
Lyon,22,26.6,55.4,7,77,630,7.0,9,6,15,9,0,0,14,1,11.6,11.6,9.1,20.7,123,249,1.29,0.86,2.14,1.29,2.14,1.66,1.3,2.96,1.66,2.96
Marseille,28,27.7,57.3,7,77,630,7.0,14,9,23,12,2,3,16,1,12.7,10.9,8.5,19.4,106,306,2.0,1.29,3.29,1.71,3.0,1.82,1.21,3.03,1.56,2.77
Metz,23,26.3,47.7,7,77,630,7.0,5,4,9,4,1,2,7,1,7.1,5.5,5.3,10.8,110,194,0.71,0.57,1.29,0.57,1.14,1.01,0.75,1.76,0.79,1.54
Monaco,26,26.0,56.7,7,77,630,7.0,14,10,24,11,3,3,15,1,13.7,11.4,9.1,20.5,127,326,2.0,1.43,3.43,1.57,3.0,1.96,1.29,3.25,1.63,2.92
Nantes,21,25.2,44.4,7,77,630,7.0,5,3,8,5,0,1,10,0,5.3,4.5,3.5,8.0,90,171,0.71,0.43,1.14,0.71,1.14,0.76,0.49,1.25,0.64,1.14
Nice,26,25.3,52.9,7,77,630,7.0,8,7,15,7,1,1,17,1,9.4,8.6,7.7,16.3,129,281,1.14,1.0,2.14,1.0,2.0,1.34,1.1,2.44,1.24,2.33
Paris FC,24,27.3,55.3,7,77,630,7.0,12,8,20,10,2,2,7,1,11.1,9.6,7.5,17.1,128,313,1.71,1.14,2.86,1.43,2.57,1.59,1.08,2.66,1.37,2.44
Paris S-G,22,23.8,70.4,8,88,720,8.0,16,8,24,13,3,4,7,0,13.4,10.3,8.8,19.1,212,430,2.0,1.0,3.0,1.62,2.62,1.68,1.1,2.78,1.28,2.39
Rennes,25,26.3,52.6,7,77,630,7.0,8,6,14,7,1,1,12,3,8.7,7.9,6.7,14.6,116,313,1.14,0.86,2.0,1.0,1.86,1.24,0.96,2.19,1.13,2.08
Strasbourg,25,21.6,48.9,8,88,720,8.0,17,14,31,15,2,2,17,2,15.7,14.1,12.4,26.5,146,329,2.12,1.75,3.87,1.87,3.62,1.96,1.55,3.51,1.76,3.31
Toulouse,21,24.6,40.3,7,77,630,7.0,10,4,14,9,1,3,19,1,10.3,8.1,5.3,13.4,89,202,1.43,0.57,2.0,1.29,1.86,1.47,0.75,2.22,1.16,1.91
