Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
vs Angers,30,25.8,38,3420,90,100,38.0,418,84,254,161,20,175,1.63,55,44,11,0.29,50.0,46.5,3.6,0.09
vs Bordeaux,39,26.0,38,3420,90,100,38.0,418,81,255,159,19,177,1.84,91,52,39,1.03,66.8,44.9,21.9,0.58
vs Brest,25,25.9,38,3420,90,100,38.0,418,83,245,169,18,163,1.5,57,49,8,0.21,56.3,43.4,12.8,0.34
vs Clermont Foot,28,25.7,38,3420,90,100,38.0,418,82,250,165,18,177,1.82,69,38,31,0.82,52.4,44.4,8.0,0.21
vs Lens,28,25.9,38,3420,90,100,38.0,418,83,261,151,18,184,1.08,48,62,-14,-0.37,42.7,50.2,-7.5,-0.2
vs Lille,26,25.8,38,3420,90,100,38.0,418,83,257,155,20,181,1.21,48,48,0,0.0,39.9,50.5,-10.6,-0.28
vs Lorient,29,26.0,38,3420,90,100,38.0,418,83,256,160,20,176,1.74,63,35,28,0.74,50.5,41.3,9.2,0.24
vs Lyon,30,26.0,38,3420,90,100,38.0,418,82,262,156,18,178,1.08,51,66,-15,-0.39,54.6,66.9,-12.4,-0.33
vs Marseille,27,25.8,38,3420,90,100,38.0,418,84,254,159,19,179,0.92,38,63,-25,-0.66,39.0,58.2,-19.2,-0.51
vs Metz,36,26.1,38,3420,90,100,38.0,418,81,256,162,20,175,1.84,69,35,34,0.89,62.5,29.2,33.4,0.88
vs Monaco,27,25.9,38,3420,90,100,38.0,418,81,263,155,21,179,0.95,40,65,-25,-0.66,40.3,59.4,-19.0,-0.5
vs Montpellier,27,26.0,38,3420,90,100,38.0,418,83,250,165,20,167,1.68,61,49,12,0.32,57.1,42.7,14.4,0.38
vs Nantes,26,25.8,38,3420,90,100,38.0,418,83,256,153,19,187,1.29,48,55,-7,-0.18,52.7,45.5,7.2,0.19
vs Nice,27,26.0,38,3420,90,100,38.0,418,81,272,144,18,191,1.05,36,52,-16,-0.42,42.5,55.6,-13.1,-0.35
vs Paris S-G,36,25.7,38,3420,90,100,38.0,418,85,256,158,19,178,0.53,36,90,-54,-1.42,39.8,76.7,-36.9,-0.97
vs Reims,35,25.9,38,3420,90,100,38.0,418,79,263,153,19,181,1.45,44,43,1,0.03,46.4,37.7,8.7,0.23
vs Rennes,28,25.8,38,3420,90,100,38.0,418,84,255,161,20,180,1.11,40,82,-42,-1.11,42.9,62.8,-19.8,-0.52
vs Saint-Étienne,39,26.1,38,3420,90,100,38.0,418,79,253,165,18,172,1.87,77,42,35,0.92,58.3,38.3,20.0,0.53
vs Strasbourg,26,25.9,38,3420,90,100,38.0,418,84,252,163,19,174,1.03,43,60,-17,-0.45,43.5,55.6,-12.1,-0.32
vs Troyes,35,25.9,38,3420,90,100,38.0,418,82,260,152,19,182,1.71,53,37,16,0.42,50.8,39.2,11.5,0.3
