Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Augsburg,29,26.6,55.7,34,374,3060,34.0,49,31,80,44,5,5,50,3,48.9,45.0,35.0,80.0,604,1438,1.44,0.91,2.35,1.29,2.21,1.44,1.03,2.47,1.32,2.35
vs Bayern Munich,29,26.5,32.1,34,374,3060,34.0,32,25,57,31,1,2,65,2,25.5,24.0,18.1,42.1,286,669,0.94,0.74,1.68,0.91,1.65,0.75,0.53,1.28,0.71,1.24
vs Bochum,27,26.5,54.5,34,374,3060,34.0,68,52,120,65,3,6,44,4,63.2,58.2,49.1,107.3,599,1447,2.0,1.53,3.53,1.91,3.44,1.86,1.44,3.3,1.71,3.15
vs Dortmund,28,26.7,41.1,34,374,3060,34.0,50,39,89,46,4,4,65,5,42.8,39.6,30.9,70.5,473,1058,1.47,1.15,2.62,1.35,2.5,1.26,0.91,2.17,1.17,2.07
vs Eint Frankfurt,26,26.7,50.3,34,374,3060,34.0,44,28,72,43,1,3,58,3,48.0,45.7,35.6,81.3,547,1289,1.29,0.82,2.12,1.26,2.09,1.41,1.05,2.46,1.34,2.39
vs Freiburg,26,26.5,51.3,34,374,3060,34.0,52,39,91,50,2,4,59,2,42.4,39.4,30.7,70.1,471,1182,1.53,1.15,2.68,1.47,2.62,1.25,0.9,2.15,1.16,2.06
vs Gladbach,26,26.7,50.4,34,374,3060,34.0,55,34,89,48,7,8,46,1,63.4,57.0,45.2,102.2,607,1520,1.62,1.0,2.62,1.41,2.41,1.86,1.33,3.19,1.68,3.01
vs Heidenheim,27,26.6,56.5,34,374,3060,34.0,64,50,114,58,6,6,78,2,57.6,53.0,43.1,96.1,643,1620,1.88,1.47,3.35,1.71,3.18,1.7,1.27,2.96,1.56,2.83
vs Hoffenheim,35,26.7,51.3,34,374,3060,34.0,65,51,116,62,3,6,48,3,55.8,51.1,41.4,92.5,529,1347,1.91,1.5,3.41,1.82,3.32,1.64,1.22,2.86,1.5,2.72
vs Holstein Kiel,27,26.5,56.4,34,374,3060,34.0,77,52,129,71,6,7,74,2,61.0,55.6,44.5,100.1,549,1572,2.26,1.53,3.79,2.09,3.62,1.79,1.31,3.1,1.64,2.94
vs Leverkusen,23,26.4,40.8,34,374,3060,34.0,39,25,64,35,4,4,68,1,36.2,33.1,22.8,55.9,403,984,1.15,0.74,1.88,1.03,1.76,1.07,0.67,1.74,0.97,1.64
vs Mainz 05,25,26.5,49.6,34,374,3060,34.0,43,28,71,39,4,5,83,6,48.1,44.6,31.2,75.8,436,1123,1.26,0.82,2.09,1.15,1.97,1.42,0.92,2.33,1.31,2.23
vs RB Leipzig,29,26.4,47.8,34,374,3060,34.0,48,35,83,46,2,3,73,1,53.3,51.0,38.8,89.8,530,1275,1.41,1.03,2.44,1.35,2.38,1.57,1.14,2.71,1.5,2.64
vs St. Pauli,28,26.5,55.8,34,374,3060,34.0,40,30,70,39,1,5,75,1,45.4,41.5,35.0,76.4,484,1388,1.18,0.88,2.06,1.15,2.03,1.33,1.03,2.36,1.22,2.25
vs Stuttgart,29,26.6,42.8,34,374,3060,34.0,52,34,86,50,2,3,96,7,46.9,44.5,33.8,78.3,443,1023,1.53,1.0,2.53,1.47,2.47,1.38,0.99,2.37,1.31,2.3
vs Union Berlin,28,26.5,60.0,34,374,3060,34.0,49,36,85,47,2,6,57,2,47.8,43.0,32.4,75.4,595,1491,1.44,1.06,2.5,1.38,2.44,1.4,0.95,2.36,1.27,2.22
vs Werder Bremen,23,26.3,50.1,34,374,3060,34.0,54,39,93,51,3,3,81,8,48.1,45.7,36.3,82.1,540,1336,1.59,1.15,2.74,1.5,2.65,1.41,1.07,2.48,1.35,2.41
vs Wolfsburg,27,26.8,53.9,34,374,3060,34.0,53,43,96,51,2,3,67,2,52.5,50.1,40.5,90.6,549,1348,1.56,1.26,2.82,1.5,2.76,1.55,1.19,2.74,1.47,2.67
