Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Augsburg,1,6.0,13,1,1,0,0,14.1,0.36,1.1,0.18,35,96,36.5,204,20,33.3,33.6,51,54.9,43.8,74,5,6.8,13,2.17,15.1
Bayern Munich,1,6.0,3,0,1,0,0,3.0,0.23,0.0,0.0,29,61,47.5,221,27,24.4,29.9,36,19.4,26.1,60,1,1.7,20,3.33,23.0
Dortmund,1,6.0,4,1,0,0,0,4.2,0.23,0.2,0.03,17,56,30.4,155,23,31.6,31.0,35,20.0,25.6,82,1,1.2,4,0.67,14.8
Eint Frankfurt,2,6.0,16,1,2,2,0,12.9,0.37,-3.1,-0.51,17,73,23.3,186,31,32.8,31.7,51,23.5,27.9,56,4,7.1,9,1.5,15.4
Freiburg,1,6.0,9,0,0,2,0,9.1,0.32,0.1,0.02,55,130,42.3,228,20,47.4,38.5,35,62.9,49.6,84,5,6.0,8,1.33,14.7
Gladbach,1,7.0,15,1,0,4,0,11.5,0.32,-3.5,-0.51,19,51,37.3,163,29,25.8,26.4,53,17.0,21.4,82,5,6.1,11,1.57,16.2
Hamburger SV,1,6.0,8,1,0,2,0,8.6,0.21,0.6,0.09,32,94,34.0,234,18,33.3,30.7,47,34.0,33.1,96,3,3.1,4,0.67,12.0
Heidenheim,1,6.0,11,1,0,0,0,12.8,0.36,1.8,0.31,48,143,33.6,272,27,41.2,38.8,69,44.9,40.4,90,10,11.1,8,1.33,11.8
Hoffenheim,1,6.0,12,2,0,3,0,10.4,0.33,-1.6,-0.27,25,76,32.9,157,14,41.4,34.6,39,28.2,27.7,88,3,3.4,19,3.17,19.2
Köln,1,6.0,9,1,2,2,0,9.9,0.37,0.9,0.15,50,144,34.7,223,15,43.0,37.2,64,75.0,55.4,122,2,1.6,6,1.0,15.6
Leverkusen,1,6.0,8,1,0,4,0,7.2,0.23,-0.8,-0.14,20,72,27.8,175,23,25.1,30.7,52,53.8,42.9,86,3,3.5,10,1.67,15.1
Mainz 05,2,6.0,10,0,0,1,0,7.3,0.28,-2.7,-0.46,31,107,29.0,171,17,48.5,42.0,44,54.5,48.1,66,7,10.6,11,1.84,15.0
RB Leipzig,1,6.0,8,0,0,1,0,6.9,0.31,-1.1,-0.19,20,64,31.3,184,22,25.0,29.4,53,34.0,30.9,88,5,5.7,8,1.33,14.1
St. Pauli,1,6.0,9,0,0,0,0,10.3,0.28,1.3,0.21,15,58,25.9,216,26,26.4,28.6,27,3.7,11.6,39,4,10.3,7,1.17,14.6
Stuttgart,1,6.0,6,1,0,0,0,6.6,0.26,0.6,0.09,31,68,45.6,201,30,27.4,30.5,35,37.1,34.6,102,9,8.8,8,1.33,14.3
Union Berlin,1,7.0,14,3,0,1,0,15.1,0.31,1.1,0.15,48,148,32.4,177,24,57.6,40.8,55,83.6,56.9,112,12,10.7,3,0.43,10.0
Werder Bremen,2,6.0,14,3,0,1,1,12.1,0.31,-0.9,-0.15,22,55,40.0,213,34,19.7,26.1,60,21.7,22.9,94,10,10.6,11,1.83,11.9
Wolfsburg,1,6.0,10,1,1,1,0,10.1,0.33,0.1,0.01,17,63,27.0,174,37,25.9,30.7,52,34.6,31.4,120,5,4.2,6,1.0,12.4
