Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Barcelona,19,15,3,1,37,4,33,48,2.53,43.1,13.3,29.7,1.56,19,13,1,5,33,16,17,40,2.11,32.4,19.8,12.6,0.66
2,Real Madrid,19,13,5,1,44,16,28,44,2.32,42.8,17.4,25.3,1.33,19,11,1,7,31,20,11,34,1.79,32.8,21.5,11.2,0.59
3,Atlético Madrid,19,13,3,3,41,15,26,42,2.21,34.3,17.4,16.8,0.89,19,10,5,4,29,18,11,35,1.84,27.6,23.7,3.9,0.21
4,Real Sociedad,19,11,5,3,26,16,10,38,2.0,28.6,14.3,14.4,0.76,19,10,3,6,25,19,6,33,1.74,24.2,18.8,5.4,0.29
5,Villarreal,19,12,3,4,36,18,18,39,2.05,39.1,23.1,16.0,0.84,19,7,4,8,23,22,1,25,1.32,22.5,26.7,-4.2,-0.22
6,Betis,19,9,5,5,26,18,8,32,1.68,27.0,22.2,4.8,0.25,19,8,4,7,20,23,-3,28,1.47,24.4,27.8,-3.5,-0.18
7,Osasuna,19,11,1,7,24,21,3,34,1.79,26.5,19.7,6.9,0.36,19,4,7,8,13,21,-8,19,1.0,13.3,26.0,-12.7,-0.67
8,Athletic Club,19,8,3,8,22,15,7,27,1.42,26.2,15.0,11.2,0.59,19,6,6,7,25,28,-3,24,1.26,28.0,21.9,6.2,0.32
9,Mallorca,19,10,5,4,22,12,10,35,1.84,19.7,17.6,2.1,0.11,19,4,3,12,15,31,-16,15,0.79,15.4,28.8,-13.4,-0.7
10,Girona,19,10,3,6,35,26,9,33,1.74,29.2,23.8,5.3,0.28,19,3,7,9,23,29,-6,16,0.84,21.5,31.1,-9.6,-0.5
11,Rayo Vallecano,19,9,5,5,28,22,6,32,1.68,25.4,20.8,4.6,0.24,19,4,5,10,17,31,-14,17,0.89,18.5,29.5,-11.0,-0.58
12,Sevilla,19,7,5,7,24,25,-1,26,1.37,28.7,21.6,7.2,0.38,19,6,5,8,23,29,-6,23,1.21,17.5,32.6,-15.1,-0.8
13,Celta Vigo,19,7,6,6,26,21,5,27,1.42,22.0,17.7,4.2,0.22,19,4,4,11,17,32,-15,16,0.84,20.7,27.7,-7.0,-0.37
14,Cádiz,19,7,6,6,19,23,-4,27,1.42,21.9,27.7,-5.7,-0.3,19,3,6,10,11,30,-19,15,0.79,19.6,34.0,-14.4,-0.76
15,Getafe,19,7,6,6,21,20,1,27,1.42,24.0,22.1,1.8,0.1,19,3,6,10,13,25,-12,15,0.79,12.7,23.9,-11.2,-0.59
16,Valencia,19,8,5,6,27,19,8,29,1.53,26.6,17.0,9.7,0.51,19,3,4,12,15,26,-11,13,0.68,22.7,26.5,-3.8,-0.2
17,Almería,19,10,3,6,29,22,7,33,1.74,26.1,26.8,-0.7,-0.04,19,1,5,13,20,43,-23,8,0.42,19.4,35.7,-16.3,-0.86
18,Valladolid,19,8,4,7,21,25,-4,28,1.47,24.4,25.2,-0.7,-0.04,19,3,3,13,12,38,-26,12,0.63,14.1,40.0,-25.9,-1.36
19,Espanyol,19,4,7,8,27,35,-8,19,1.0,29.8,26.6,3.2,0.17,19,4,6,9,25,34,-9,18,0.95,18.5,33.2,-14.7,-0.77
20,Elche,19,3,6,10,18,29,-11,15,0.79,24.4,29.3,-4.9,-0.26,19,2,4,13,12,38,-26,10,0.53,13.1,40.7,-27.6,-1.45
