Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Angers,2,34.0,32,5,2,4,1,32.8,0.29,1.8,0.05,88,221,39.8,831,161,20.8,28.4,201,23.9,27.2,460,39,8.5,29,0.85,13.4
vs Auxerre,2,34.0,48,4,2,6,1,46.1,0.29,-0.9,-0.03,95,250,38.0,777,155,23.9,28.5,232,27.6,30.7,426,23,5.4,44,1.29,15.3
vs Brest,2,34.0,52,7,0,8,0,50.0,0.27,-2.0,-0.06,136,316,43.0,936,186,24.5,30.1,253,34.4,32.9,504,32,6.3,30,0.88,13.8
vs Le Havre,2,34.0,40,9,1,6,3,39.4,0.3,2.4,0.07,104,310,33.5,790,128,28.4,31.3,229,37.6,33.4,548,31,5.7,35,1.03,13.9
vs Lens,3,34.0,42,5,0,6,2,45.9,0.28,5.9,0.17,181,555,32.6,1040,125,43.6,36.7,246,41.5,34.0,580,33,5.7,48,1.41,15.8
vs Lille,1,34.0,52,7,1,6,0,60.0,0.33,8.0,0.23,135,470,28.7,1012,144,35.8,34.6,218,49.5,37.9,437,30,6.9,30,0.88,13.5
vs Lyon,2,34.0,65,8,0,6,3,64.6,0.32,2.6,0.08,146,369,39.6,813,149,33.5,33.9,226,42.9,35.2,465,28,6.0,25,0.74,13.2
vs Marseille,1,34.0,74,8,1,3,4,72.0,0.33,2.0,0.06,117,433,27.0,850,136,38.5,36.2,241,44.0,35.6,464,35,7.5,36,1.06,14.3
vs Monaco,2,34.0,63,6,0,7,0,67.2,0.33,4.2,0.12,180,490,36.7,857,167,39.9,36.4,285,51.9,38.5,459,37,8.1,41,1.21,14.4
vs Montpellier,2,34.0,23,3,1,2,0,30.3,0.24,7.3,0.22,107,295,36.3,773,166,28.3,31.1,215,35.3,30.8,491,38,7.7,26,0.76,12.4
vs Nantes,3,34.0,39,5,0,3,0,40.0,0.29,1.0,0.03,94,269,34.9,904,141,22.1,28.1,193,35.8,30.8,471,26,5.5,33,0.97,14.3
vs Nice,1,34.0,66,6,0,6,4,64.9,0.33,2.9,0.08,183,502,36.5,1034,149,37.6,34.5,256,44.1,35.7,446,27,6.1,44,1.29,15.7
vs Paris S-G,3,34.0,92,6,1,5,3,99.4,0.35,10.4,0.31,215,546,39.4,849,124,47.3,39.7,287,50.2,36.8,436,19,4.4,20,0.59,11.8
vs Reims,1,34.0,33,1,0,5,1,28.9,0.26,-3.1,-0.09,118,344,34.3,828,162,31.5,32.4,237,35.0,32.4,478,28,5.9,37,1.09,15.2
vs Rennes,3,34.0,51,5,1,5,0,53.3,0.3,2.3,0.07,147,456,32.2,992,147,35.8,34.7,215,47.0,36.0,458,23,5.0,31,0.91,13.8
vs Saint-Étienne,1,34.0,39,3,1,6,0,33.3,0.26,-5.7,-0.17,122,308,39.6,843,140,28.7,31.1,197,33.5,32.8,287,29,10.1,30,0.88,14.1
vs Strasbourg,2,34.0,56,2,0,9,2,53.2,0.38,-0.8,-0.02,138,345,40.0,975,140,28.6,31.2,194,34.0,31.9,394,25,6.3,43,1.26,14.3
vs Toulouse,3,34.0,44,3,0,2,2,50.0,0.33,8.0,0.23,104,413,25.2,1010,161,30.6,32.2,243,42.8,35.6,465,37,8.0,47,1.38,14.6
