Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
vs Arminia,26,26.3,59.5,34,374,3060,34.0,51,34,85,44,7,7,59,0,62.8,57.5,47.1,104.6,618,1559,1.5,1.0,2.5,1.29,2.29,1.85,1.39,3.24,1.69,3.08
vs Augsburg,26,26.4,58.8,34,374,3060,34.0,54,40,94,49,5,5,59,0,57.9,54.2,43.3,97.5,561,1537,1.59,1.18,2.76,1.44,2.62,1.7,1.27,2.98,1.59,2.87
vs Bayern Munich,30,26.1,35.2,34,374,3060,34.0,36,28,64,34,2,2,49,0,36.3,34.7,29.0,63.7,439,918,1.06,0.82,1.88,1.0,1.82,1.07,0.85,1.92,1.02,1.87
vs Bochum,28,26.2,55.5,34,374,3060,34.0,48,34,82,43,5,8,68,0,55.8,50.4,41.7,92.1,600,1406,1.41,1.0,2.41,1.26,2.26,1.64,1.23,2.87,1.48,2.71
vs Dortmund,33,26.0,40.4,34,374,3060,34.0,50,32,82,44,6,6,69,0,46.3,41.6,31.5,73.1,489,1056,1.47,0.94,2.41,1.29,2.24,1.36,0.93,2.29,1.22,2.15
vs Eint Frankfurt,27,26.1,50.4,34,374,3060,34.0,48,33,81,44,4,4,61,1,47.0,43.8,33.3,77.1,519,1236,1.41,0.97,2.38,1.29,2.26,1.38,0.98,2.36,1.29,2.27
vs Freiburg,26,26.2,50.8,34,374,3060,34.0,45,35,80,43,2,2,65,2,44.0,42.5,33.2,75.7,582,1123,1.32,1.03,2.35,1.26,2.29,1.29,0.98,2.27,1.25,2.23
vs Gladbach,26,26.2,45.6,34,374,3060,34.0,61,46,107,58,3,5,73,4,55.0,50.8,39.4,90.2,540,1193,1.79,1.35,3.15,1.71,3.06,1.62,1.16,2.78,1.49,2.65
vs Greuther Fürth,29,26.3,56.6,34,374,3060,34.0,77,56,133,71,6,6,49,2,60.2,55.5,42.4,97.9,619,1501,2.26,1.65,3.91,2.09,3.74,1.77,1.25,3.02,1.63,2.88
vs Hertha BSC,36,26.2,56.5,34,374,3060,34.0,71,44,115,63,8,8,47,0,54.3,48.1,36.9,85.0,519,1500,2.09,1.29,3.38,1.85,3.15,1.6,1.09,2.68,1.41,2.5
vs Hoffenheim,32,26.3,46.4,34,374,3060,34.0,59,46,105,57,2,4,47,3,54.6,51.4,40.4,91.8,509,1073,1.74,1.35,3.09,1.68,3.03,1.61,1.19,2.79,1.51,2.7
vs Köln,26,26.0,44.9,34,374,3060,34.0,47,38,85,47,0,1,65,0,50.6,49.8,39.2,89.0,494,1085,1.38,1.12,2.5,1.38,2.5,1.49,1.15,2.64,1.46,2.62
vs Leverkusen,29,26.3,46.1,34,374,3060,34.0,46,25,71,44,2,4,50,1,44.0,40.9,28.8,69.6,553,1288,1.35,0.74,2.09,1.29,2.03,1.29,0.85,2.14,1.2,2.05
vs Mainz 05,28,26.2,53.7,34,374,3060,34.0,44,32,76,39,5,6,69,0,43.9,39.8,29.4,69.1,528,1190,1.29,0.94,2.24,1.15,2.09,1.29,0.86,2.15,1.17,2.03
vs RB Leipzig,29,26.0,43.4,34,374,3060,34.0,36,23,59,33,3,3,68,4,40.1,37.7,27.9,65.6,451,986,1.06,0.68,1.74,0.97,1.65,1.18,0.82,2.0,1.11,1.93
vs Stuttgart,34,26.3,49.3,34,374,3060,34.0,58,44,102,54,4,4,58,2,54.0,50.9,40.4,91.3,544,1292,1.71,1.29,3.0,1.59,2.88,1.59,1.19,2.78,1.5,2.69
vs Union Berlin,28,26.1,56.6,34,374,3060,34.0,40,28,68,38,2,2,52,3,38.5,37.0,27.1,64.1,540,1280,1.18,0.82,2.0,1.12,1.94,1.13,0.8,1.93,1.09,1.89
vs Wolfsburg,30,26.3,49.4,34,374,3060,34.0,53,39,92,49,4,7,66,2,47.3,41.7,32.2,73.9,458,1321,1.56,1.15,2.71,1.44,2.59,1.39,0.95,2.34,1.23,2.17
