Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Augsburg,22,6.0,2633,2315,299,75,3,5,118,124,31,15,9,0,2025,19,55
Bayern Munich,20,6.0,4111,3840,259,75,25,35,75,109,30,19,0,1,3615,12,61
Dortmund,21,6.0,3655,3367,276,71,9,11,104,129,31,22,2,0,3107,12,52
Eint Frankfurt,22,6.0,3282,2955,321,90,10,14,118,123,35,27,1,0,2697,6,60
Freiburg,23,6.0,2727,2412,303,89,6,9,120,140,24,23,1,0,2081,12,50
Gladbach,23,7.0,3567,3235,318,84,7,13,155,116,44,26,11,0,2930,14,55
Hamburger SV,24,6.0,2545,2258,273,88,12,14,77,108,16,11,3,0,2044,14,41
Heidenheim,23,6.0,2244,1945,287,80,5,16,83,95,26,7,11,0,1661,12,46
Hoffenheim,20,6.0,2846,2553,284,57,8,10,125,137,34,18,8,0,2211,9,57
Köln,22,6.0,2527,2226,293,77,5,8,98,109,29,23,3,0,1989,8,38
Leverkusen,23,6.0,3647,3371,268,77,8,24,75,100,25,18,4,0,3145,8,50
Mainz 05,23,6.0,2849,2501,329,81,3,19,155,150,38,10,18,0,2132,19,64
RB Leipzig,21,6.0,2863,2576,274,69,14,12,90,97,41,19,13,0,2315,13,51
St. Pauli,17,6.0,3359,3054,296,75,12,16,126,149,30,8,15,0,2659,9,59
Stuttgart,22,6.0,3492,3203,279,89,11,18,120,108,35,11,6,0,2945,10,46
Union Berlin,19,7.0,2190,1842,336,100,5,9,131,124,36,16,18,0,1496,12,58
Werder Bremen,22,6.0,3002,2733,258,54,3,21,63,104,20,2,11,0,2427,11,57
Wolfsburg,21,6.0,2718,2435,281,77,11,15,98,107,29,17,11,0,2180,2,57
