Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Alavés,1,8,8,720,8.0,8,1.0,26,18,69.2,3,2,3,1,12.5,0,0,0,0,
Athletic Club,1,8,8,720,8.0,9,1.13,26,18,65.4,4,1,3,1,12.5,0,0,0,0,
Atlético Madrid,1,8,8,720,8.0,10,1.25,22,12,59.1,3,4,1,1,12.5,1,1,0,0,0.0
Barcelona,2,8,8,720,8.0,9,1.13,25,16,72.0,6,1,1,3,37.5,2,2,0,0,0.0
Betis,2,8,8,720,8.0,8,1.0,31,23,74.2,4,3,1,2,25.0,1,0,1,0,100.0
Celta Vigo,1,8,8,720,8.0,10,1.25,33,23,69.7,0,6,2,0,0.0,1,0,1,0,100.0
Elche,2,8,8,720,8.0,9,1.13,27,18,70.4,3,4,1,2,25.0,1,1,0,0,0.0
Espanyol,1,9,9,810,9.0,11,1.22,41,30,75.6,4,3,2,3,33.3,1,1,0,0,0.0
Getafe,1,8,8,720,8.0,11,1.37,28,18,60.7,3,2,3,2,25.0,0,0,0,0,
Girona,2,8,8,718,8.0,17,2.13,44,27,65.9,1,3,4,1,12.5,2,2,0,0,0.0
Levante,2,8,8,720,8.0,14,1.75,45,32,71.1,2,2,4,2,25.0,1,1,0,0,0.0
Mallorca,1,8,8,720,8.0,13,1.62,38,24,71.1,1,2,5,1,12.5,3,2,1,0,33.3
Osasuna,1,8,8,720,8.0,8,1.0,36,28,80.6,3,1,4,2,25.0,1,1,0,0,0.0
Oviedo,1,9,9,810,9.0,16,1.78,64,47,75.0,2,0,7,1,11.1,1,0,1,0,100.0
Rayo Vallecano,1,8,8,720,8.0,10,1.25,32,22,75.0,2,2,4,1,12.5,2,2,0,0,0.0
Real Madrid,1,8,8,720,8.0,9,1.13,22,13,68.2,7,0,1,3,37.5,2,2,0,0,0.0
Real Sociedad,1,8,8,720,8.0,12,1.5,32,21,65.6,1,2,5,1,12.5,1,1,0,0,0.0
Sevilla,2,8,8,720,8.0,11,1.37,40,29,77.5,4,1,3,2,25.0,3,2,0,1,0.0
Valencia,1,8,8,720,8.0,14,1.75,39,25,64.1,2,2,4,2,25.0,0,0,0,0,
Villarreal,2,8,8,720,8.0,8,1.0,27,18,77.8,5,1,2,3,37.5,3,2,1,0,33.3
