Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
Augsburg,2,34.0,60,7,0,12,2,56.0,0.26,-2.0,-0.06,185,490,37.8,1172,98,32.5,34.5,264,41.3,37.4,520,30,5.8,52,1.53,11.6
Bayern Munich,3,34.0,45,3,2,3,0,41.0,0.3,-4.0,-0.12,99,242,40.9,1072,170,20.4,33.1,216,10.6,20.9,341,14,4.1,48,1.41,
Bochum,2,34.0,74,9,0,9,4,62.3,0.28,-7.7,-0.23,450,1084,41.5,1497,91,63.5,51.3,258,51.9,41.2,523,35,6.7,104,3.06,7.7
Darmstadt 98,2,34.0,86,1,2,9,2,74.3,0.34,-9.7,-0.29,278,690,40.3,1333,195,36.8,36.0,310,64.5,49.3,504,27,5.4,60,1.76,19.1
Dortmund,2,34.0,43,5,0,9,2,44.6,0.28,3.6,0.1,133,349,38.1,1267,135,20.8,28.3,269,31.6,30.7,466,15,3.2,24,0.71,14.5
Eint Frankfurt,2,34.0,50,9,0,4,0,49.7,0.27,-0.3,-0.01,106,390,27.2,976,152,30.4,34.4,277,33.6,31.4,485,20,4.1,34,1.0,15.7
Freiburg,1,34.0,58,3,1,5,1,50.0,0.3,-7.0,-0.21,193,568,34.0,1103,160,36.8,34.2,286,56.6,45.2,485,31,6.4,30,0.88,13.6
Gladbach,2,34.0,67,6,0,7,0,58.4,0.26,-8.6,-0.25,144,405,35.6,1059,177,28.7,32.3,266,38.0,33.6,538,28,5.2,34,1.0,15.3
Heidenheim,1,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1162,167,35.3,35.9,318,58.2,46.0,495,24,4.8,17,0.5,13.2
Hoffenheim,1,34.0,66,2,3,9,1,68.6,0.31,3.6,0.11,208,529,39.3,1112,165,35.2,32.7,296,46.6,39.6,545,31,5.7,73,2.15,16.7
Köln,1,34.0,60,3,0,10,0,62.0,0.36,2.0,0.06,135,372,36.3,1037,101,31.4,31.4,260,17.7,23.9,504,14,2.8,21,0.62,13.4
Leverkusen,2,34.0,24,0,0,4,0,27.9,0.27,3.9,0.11,71,202,35.1,715,171,20.3,22.1,183,31.1,31.2,316,28,8.9,40,1.18,15.0
Mainz 05,2,34.0,51,3,2,2,1,51.7,0.34,1.7,0.05,198,570,34.7,985,160,46.6,34.7,207,53.6,43.6,431,46,10.7,50,1.47,11.3
RB Leipzig,2,34.0,39,4,1,8,1,35.6,0.27,-2.4,-0.07,79,234,33.8,1189,147,14.2,25.7,237,27.4,30.8,426,23,5.4,51,1.5,17.6
Stuttgart,2,34.0,39,3,0,6,3,35.8,0.26,-0.2,-0.01,148,352,42.0,1180,147,26.1,31.0,214,20.6,23.4,396,31,7.8,62,1.82,16.6
Union Berlin,2,34.0,58,5,2,7,1,52.9,0.28,-4.1,-0.12,202,535,37.8,1081,178,36.4,34.1,269,52.4,41.0,552,54,9.8,37,1.09,5.0
Werder Bremen,2,34.0,54,6,0,5,1,54.1,0.3,1.1,0.03,176,415,42.4,1069,198,32.3,34.2,298,23.5,28.6,516,41,7.9,39,1.15,14.4
Wolfsburg,2,34.0,56,2,2,4,3,47.8,0.31,-5.2,-0.15,201,494,40.7,989,157,37.7,32.8,258,46.9,38.1,462,26,5.6,41,1.21,12.1
