Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Atalanta,32,44.9,38.0,21980,2922,8407,9524,4272,611,21974,635,336,52.9,299,47.1,11343,58106,26857,514,367,144,657,331,13208,1103
vs Bologna,36,49.3,38.0,22069,2103,6135,9931,6221,876,22061,531,312,58.8,216,40.7,12486,66971,35717,790,591,199,643,314,14154,1446
vs Cagliari,33,55.6,38.0,23942,2208,7251,11080,5841,912,23932,545,314,57.6,230,42.2,12644,69161,36888,713,500,150,655,327,15634,1586
vs Empoli,28,52.9,38.0,23120,2464,7208,9514,6634,1132,23110,606,333,55.0,273,45.0,12901,69575,35694,823,559,267,655,295,14820,1665
vs Fiorentina,28,41.8,38.0,19162,2819,7794,8009,3575,593,19157,541,272,50.3,268,49.5,10277,51793,24887,480,352,123,558,240,11875,971
vs Genoa,40,56.1,38.0,24827,2343,7825,11265,5983,908,24821,727,378,52.0,349,48.0,14100,69920,34552,684,517,165,670,390,15731,1560
vs Hellas Verona,31,49.4,38.0,21246,2399,6985,9678,4855,773,21242,557,319,57.3,238,42.7,11333,60116,28375,568,474,150,668,296,12349,1141
vs Inter,27,43.4,38.0,20754,2862,7712,9059,4209,606,20750,545,298,54.7,247,45.3,11791,60314,29576,569,497,118,522,341,13372,1088
vs Juventus,32,48.3,38.0,22486,2318,6536,10230,5924,704,22479,529,293,55.4,236,44.6,13023,67673,34838,719,589,141,599,319,14939,1464
vs Lazio,27,44.4,38.0,22493,2709,8413,9788,4540,751,22487,621,383,61.7,239,38.5,13377,65312,32244,579,442,129,535,340,15165,1276
vs Milan,28,45.8,38.0,20652,2592,7383,9057,4455,603,20647,584,302,51.7,281,48.1,11138,61760,29705,542,439,101,686,416,12736,1288
vs Napoli,27,41.5,38.0,20179,2498,6985,8946,4466,661,20178,617,349,56.6,268,43.4,11021,59028,29096,565,434,135,567,282,12847,1239
vs Roma,29,48.6,38.0,22109,2591,7351,10357,4604,593,22102,622,339,54.5,283,45.5,12551,66806,34594,646,444,121,639,330,14320,1267
vs Salernitana,42,59.0,38.0,25328,2196,7169,11831,6586,1016,25320,579,302,52.2,277,47.8,14843,77965,41987,840,580,209,566,264,17340,1700
vs Sampdoria,34,54.1,38.0,24105,2253,7288,10949,6118,950,24101,631,341,54.0,288,45.6,13432,68720,35731,807,556,201,597,274,15863,1534
vs Sassuolo,29,44.8,38.0,20881,2323,6853,8932,5316,1017,20872,575,338,58.8,236,41.0,11391,62270,34116,699,423,211,539,246,13193,1351
vs Spezia,30,57.3,38.0,24792,2026,7044,11597,6374,1021,24779,586,319,54.4,266,45.4,14664,77163,40295,722,568,210,608,314,16707,1641
vs Torino,31,46.4,38.0,19609,2272,7133,8527,4172,624,19598,440,212,48.2,228,51.8,9721,51681,24765,468,344,110,661,303,11283,1013
vs Udinese,29,57.7,38.0,24770,2232,7241,12655,5095,816,24763,643,359,55.8,284,44.2,14420,72601,38121,677,441,149,622,338,16708,1558
vs Venezia,39,57.9,38.0,25297,2008,6865,11582,7094,1160,25285,626,353,56.4,273,43.6,14770,76301,39452,807,592,199,588,340,17076,1714
