pulled_at,game_id,commence_time,home_team,away_team,bookmaker,bookmaker_name,last_update,market,name,price,point
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,skybet,Sky Bet,2025-11-09T03:43:00Z,h2h,Aston Villa,2.25,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,skybet,Sky Bet,2025-11-09T03:43:00Z,h2h,Bournemouth,3.1,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,skybet,Sky Bet,2025-11-09T03:43:00Z,h2h,Draw,3.4,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,paddypower,Paddy Power,2025-11-09T03:43:57Z,h2h,Aston Villa,2.25,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,paddypower,Paddy Power,2025-11-09T03:43:57Z,h2h,Bournemouth,3.1,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,paddypower,Paddy Power,2025-11-09T03:43:57Z,h2h,Draw,3.3,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h,Aston Villa,2.38,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h,Bournemouth,3.35,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h,Draw,3.55,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h_lay,Aston Villa,2.4,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h_lay,Bournemouth,3.4,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betfair_ex_uk,Betfair,2025-11-09T03:44:21Z,h2h_lay,Draw,3.6,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betway,Betway,2025-11-09T03:44:10Z,h2h,Aston Villa,2.3,
2025-11-09T03:44:50.972843+00:00,1fd86c07f296285183dc1a1ce1cddc6c,2025-11-09T14:00:00Z,Aston Villa,Bournemouth,betway,Betway,2025-11-09T03:44:10Z,h2h,Bournemouth,3.1,
