pulled_at,game_id,commence_time,home_team,away_team,bookmaker,bookmaker_name,last_update,market,name,price,point
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Arsenal,1.25,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Draw,5.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Arsenal,1.29,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Draw,5.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Burnley,11.49,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Draw,6.2,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h_lay,Arsenal,1.32,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h_lay,Burnley,12.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h_lay,Draw,6.6,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Arsenal,1.31,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Burnley,12.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Draw,6.4,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Arsenal,1.32,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Burnley,12.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Draw,6.6,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,boylesports,BoyleSports,2025-10-29T03:48:36Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,boylesports,BoyleSports,2025-10-29T03:48:36Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,boylesports,BoyleSports,2025-10-29T03:48:36Z,h2h,Draw,4.75,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betway,Betway,2025-10-29T03:48:36Z,h2h,Arsenal,1.29,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betway,Betway,2025-10-29T03:48:36Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betway,Betway,2025-10-29T03:48:36Z,h2h,Draw,5.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,sport888,888sport,2025-10-29T03:48:36Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,sport888,888sport,2025-10-29T03:48:36Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,sport888,888sport,2025-10-29T03:48:36Z,h2h,Draw,4.8,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,williamhill,William Hill,2025-10-29T03:48:03Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,williamhill,William Hill,2025-10-29T03:48:03Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,williamhill,William Hill,2025-10-29T03:48:03Z,h2h,Draw,5.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,williamhill,William Hill,2025-10-29T03:48:03Z,totals,Over,1.7,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,williamhill,William Hill,2025-10-29T03:48:03Z,totals,Under,2.1,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betvictor,Bet Victor,2025-10-29T03:40:28Z,h2h,Arsenal,1.29,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betvictor,Bet Victor,2025-10-29T03:40:28Z,h2h,Burnley,10.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betvictor,Bet Victor,2025-10-29T03:40:28Z,h2h,Draw,5.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,livescorebet,LiveScore Bet,2025-10-29T03:48:36Z,h2h,Arsenal,1.28,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,livescorebet,LiveScore Bet,2025-10-29T03:48:36Z,h2h,Burnley,9.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,livescorebet,LiveScore Bet,2025-10-29T03:48:36Z,h2h,Draw,4.8,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,casumo,Casumo,2025-10-29T03:48:23Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,casumo,Casumo,2025-10-29T03:48:23Z,h2h,Burnley,10.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,casumo,Casumo,2025-10-29T03:48:23Z,h2h,Draw,5.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,casumo,Casumo,2025-10-29T03:48:23Z,totals,Over,1.76,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,casumo,Casumo,2025-10-29T03:48:23Z,totals,Under,2.06,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,grosvenor,Grosvenor,2025-10-29T03:48:23Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,grosvenor,Grosvenor,2025-10-29T03:48:23Z,h2h,Burnley,10.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,grosvenor,Grosvenor,2025-10-29T03:48:23Z,h2h,Draw,5.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,grosvenor,Grosvenor,2025-10-29T03:48:23Z,totals,Over,1.76,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,grosvenor,Grosvenor,2025-10-29T03:48:23Z,totals,Under,2.06,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,leovegas,LeoVegas,2025-10-29T03:48:36Z,h2h,Arsenal,1.32,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,leovegas,LeoVegas,2025-10-29T03:48:36Z,h2h,Burnley,10.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,leovegas,LeoVegas,2025-10-29T03:48:36Z,h2h,Draw,5.4,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,leovegas,LeoVegas,2025-10-29T03:48:36Z,totals,Over,1.78,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,leovegas,LeoVegas,2025-10-29T03:48:36Z,totals,Under,2.08,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,unibet_uk,Unibet (UK),2025-10-29T03:49:12Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,unibet_uk,Unibet (UK),2025-10-29T03:49:12Z,h2h,Burnley,10.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,unibet_uk,Unibet (UK),2025-10-29T03:49:12Z,h2h,Draw,5.25,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,virginbet,Virgin Bet,2025-10-29T03:49:00Z,h2h,Arsenal,1.28,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,virginbet,Virgin Bet,2025-10-29T03:49:00Z,h2h,Burnley,9.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,virginbet,Virgin Bet,2025-10-29T03:49:00Z,h2h,Draw,4.8,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_sb_uk,Betfair Sportsbook,2025-10-29T03:49:02Z,h2h,Arsenal,1.25,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_sb_uk,Betfair Sportsbook,2025-10-29T03:49:02Z,h2h,Burnley,9.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,betfair_sb_uk,Betfair Sportsbook,2025-10-29T03:49:02Z,h2h,Draw,4.33,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h,Arsenal,1.31,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h,Burnley,12.0,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h,Draw,6.4,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h_lay,Arsenal,1.32,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h_lay,Burnley,12.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,h2h_lay,Draw,6.6,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,spreads,Arsenal,1.94,-1.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,spreads,Burnley,1.96,1.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,totals,Over,1.84,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,matchbook,Matchbook,2025-10-29T03:48:47Z,totals,Under,2.12,2.5
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,coral,Coral,2025-10-29T03:48:11Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,coral,Coral,2025-10-29T03:48:11Z,h2h,Burnley,9.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,coral,Coral,2025-10-29T03:48:11Z,h2h,Draw,5.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,ladbrokes_uk,Ladbrokes,2025-10-29T03:49:00Z,h2h,Arsenal,1.3,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,ladbrokes_uk,Ladbrokes,2025-10-29T03:49:00Z,h2h,Burnley,9.5,
2025-10-29T03:49:15.387103+00:00,3a343964e502e0319c266b20a3e15879,2025-11-01T15:00:00Z,Burnley,Arsenal,ladbrokes_uk,Ladbrokes,2025-10-29T03:49:00Z,h2h,Draw,5.5,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Brentford,3.8,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Crystal Palace,1.91,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,paddypower,Paddy Power,2025-10-29T03:47:47Z,h2h,Draw,3.5,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Brentford,3.9,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Crystal Palace,1.91,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,skybet,Sky Bet,2025-10-29T03:48:13Z,h2h,Draw,3.5,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Brentford,4.1,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Crystal Palace,2.0,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h,Draw,3.75,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Brentford,4.3,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Crystal Palace,2.02,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,betfair_ex_uk,Betfair,2025-10-29T03:49:00Z,h2h_lay,Draw,3.8,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Brentford,4.0,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Crystal Palace,1.98,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h,Draw,3.7,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h_lay,Brentford,4.3,
2025-10-29T03:49:15.387103+00:00,e9a07dfb8ea4b07ac46d807dd3f7e752,2025-11-01T15:00:00Z,Crystal Palace,Brentford,smarkets,Smarkets,2025-10-29T03:48:15Z,h2h_lay,Crystal Palace,2.02,
