Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,La Liga,Away,Alavés,1,0,W
2020-09-20,La Liga,Home,Valladolid,2,0,W
2020-09-26,La Liga,Home,Real Madrid,2,3,L
2020-09-29,La Liga,Away,Getafe,0,3,L
2020-10-03,La Liga,Away,Valencia,2,0,W
2020-10-18,La Liga,Home,Real Sociedad,0,3,L
2020-10-24,La Liga,Away,Atlético Madrid,0,2,L
2020-11-01,La Liga,Home,Elche,3,1,W
2020-11-07,La Liga,Away,Barcelona,2,5,L
2020-11-23,La Liga,Away,Athletic Club,0,4,L
2020-11-30,La Liga,Home,Eibar,0,2,L
2020-12-06,La Liga,Away,Osasuna,2,0,W
2020-12-13,La Liga,Home,Villarreal,1,1,D
2020-12-20,La Liga,Away,Granada,0,2,L
2020-12-23,La Liga,Home,Cádiz,1,0,W
2020-12-29,La Liga,Away,Levante,3,4,L
2021-01-02,La Liga,Home,Sevilla,1,1,D
2021-01-11,La Liga,Away,Huesca,2,0,W
2021-01-20,La Liga,Home,Celta Vigo,2,1,W
2021-01-23,La Liga,Away,Real Sociedad,2,2,D
2021-02-01,La Liga,Home,Osasuna,1,0,W
2021-02-07,La Liga,Home,Barcelona,2,3,L
2021-02-14,La Liga,Away,Villarreal,2,1,W
2021-02-19,La Liga,Home,Getafe,1,0,W
2021-02-28,La Liga,Away,Cádiz,1,0,W
2021-03-08,La Liga,Home,Alavés,3,2,W
2021-03-14,La Liga,Away,Sevilla,0,1,L
2021-03-19,La Liga,Home,Levante,2,0,W
2021-04-04,La Liga,Away,Elche,1,1,D
2021-04-11,La Liga,Home,Atlético Madrid,1,1,D
2021-04-18,La Liga,Home,Valencia,2,2,D
2021-04-21,La Liga,Home,Athletic Club,0,0,D
2021-04-24,La Liga,Away,Real Madrid,0,0,D
2021-05-02,La Liga,Away,Valladolid,1,1,D
2021-05-10,La Liga,Home,Granada,2,1,W
2021-05-13,La Liga,Away,Eibar,1,1,D
2021-05-16,La Liga,Home,Huesca,1,0,W
2021-05-22,La Liga,Away,Celta Vigo,3,2,W
