Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-17,La Liga,Home,Leganés,1,1,D
2024-08-24,La Liga,Home,Mallorca,1,0,W
2024-08-29,La Liga,Away,Girona,0,4,L
2024-09-01,La Liga,Home,Celta Vigo,3,2,W
2024-09-16,La Liga,Away,Rayo Vallecano,1,3,L
2024-09-21,La Liga,Home,Las Palmas,2,1,W
2024-09-24,La Liga,Away,Valencia,0,0,D
2024-09-28,La Liga,Home,Barcelona,4,2,W
2024-10-05,La Liga,Away,Getafe,1,1,D
2024-10-19,La Liga,Home,Betis,1,2,L
2024-10-27,La Liga,Away,Real Sociedad,2,0,W
2024-11-02,La Liga,Home,Valladolid,1,0,W
2024-11-09,La Liga,Away,Real Madrid,0,4,L
2024-11-24,La Liga,Home,Villarreal,2,2,D
2024-12-02,La Liga,Away,Sevilla,1,1,D
2024-12-08,La Liga,Home,Alavés,2,2,D
2024-12-14,La Liga,Away,Espanyol,0,0,D
2024-12-21,La Liga,Home,Athletic Club,1,2,L
2025-01-12,La Liga,Away,Atlético Madrid,0,1,L
2025-01-19,La Liga,Home,Rayo Vallecano,1,1,D
2025-01-24,La Liga,Away,Las Palmas,1,1,D
2025-02-02,La Liga,Home,Real Sociedad,2,1,W
2025-02-10,La Liga,Away,Mallorca,1,1,D
2025-02-15,La Liga,Home,Real Madrid,1,1,D
2025-02-21,La Liga,Away,Celta Vigo,0,1,L
2025-03-02,La Liga,Home,Valencia,3,3,D
2025-03-16,La Liga,Home,Getafe,1,2,L
2025-03-27,La Liga,Away,Barcelona,0,3,L
2025-03-30,La Liga,Away,Athletic Club,0,0,D
2025-04-07,La Liga,Away,Leganés,1,1,D
2025-04-13,La Liga,Home,Girona,2,1,W
2025-04-20,La Liga,Away,Valladolid,3,2,W
2025-04-24,La Liga,Home,Sevilla,1,0,W
2025-05-03,La Liga,Away,Villarreal,2,4,L
2025-05-11,La Liga,Away,Betis,1,1,D
2025-05-15,La Liga,Home,Atlético Madrid,2,0,W
2025-05-18,La Liga,Home,Espanyol,2,0,W
2025-05-24,La Liga,Away,Alavés,1,1,D
