Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-27,La Liga,Home,Villarreal,4,0,W
2020-10-01,La Liga,Away,Celta Vigo,3,0,W
2020-10-04,La Liga,Home,Sevilla,1,1,D
2020-10-17,La Liga,Away,Getafe,0,1,L
2020-10-24,La Liga,Home,Real Madrid,1,3,L
2020-10-31,La Liga,Away,Alavés,1,1,D
2020-11-07,La Liga,Home,Betis,5,2,W
2020-11-21,La Liga,Away,Atlético Madrid,0,1,L
2020-11-29,La Liga,Home,Osasuna,4,0,W
2020-12-05,La Liga,Away,Cádiz,1,2,L
2020-12-13,La Liga,Home,Levante,1,0,W
2020-12-16,La Liga,Home,Real Sociedad,2,1,W
2020-12-19,La Liga,Home,Valencia,2,2,D
2020-12-22,La Liga,Away,Valladolid,3,0,W
2020-12-29,La Liga,Home,Eibar,1,1,D
2021-01-03,La Liga,Away,Huesca,1,0,W
2021-01-06,La Liga,Away,Athletic Club,3,2,W
2021-01-09,La Liga,Away,Granada,4,0,W
2021-01-24,La Liga,Away,Elche,2,0,W
2021-01-31,La Liga,Home,Athletic Club,2,1,W
2021-02-07,La Liga,Away,Betis,3,2,W
2021-02-13,La Liga,Home,Alavés,5,1,W
2021-02-21,La Liga,Home,Cádiz,1,1,D
2021-02-24,La Liga,Home,Elche,3,0,W
2021-02-27,La Liga,Away,Sevilla,2,0,W
2021-03-06,La Liga,Away,Osasuna,2,0,W
2021-03-15,La Liga,Home,Huesca,4,1,W
2021-03-21,La Liga,Away,Real Sociedad,6,1,W
2021-04-05,La Liga,Home,Valladolid,1,0,W
2021-04-10,La Liga,Away,Real Madrid,1,2,L
2021-04-22,La Liga,Home,Getafe,5,2,W
2021-04-25,La Liga,Away,Villarreal,2,1,W
2021-04-29,La Liga,Home,Granada,1,2,L
2021-05-02,La Liga,Away,Valencia,3,2,W
2021-05-08,La Liga,Home,Atlético Madrid,0,0,D
2021-05-11,La Liga,Away,Levante,3,3,D
2021-05-16,La Liga,Home,Celta Vigo,1,2,L
2021-05-22,La Liga,Away,Eibar,1,0,W
