Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,La Liga,Away,Real Sociedad,2,1,W
2024-08-24,La Liga,Away,Getafe,0,0,D
2024-08-27,La Liga,Home,Barcelona,1,2,L
2024-08-31,La Liga,Away,Espanyol,1,2,L
2024-09-16,La Liga,Home,Osasuna,3,1,W
2024-09-22,La Liga,Home,Atlético Madrid,1,1,D
2024-09-25,La Liga,Away,Girona,0,0,D
2024-09-28,La Liga,Home,Leganés,1,1,D
2024-10-05,La Liga,Away,Valladolid,2,1,W
2024-10-20,La Liga,Away,Mallorca,0,1,L
2024-10-26,La Liga,Home,Alavés,1,0,W
2024-11-08,La Liga,Home,Las Palmas,1,3,L
2024-11-24,La Liga,Away,Sevilla,0,1,L
2024-12-01,La Liga,Home,Athletic Club,1,2,L
2024-12-07,La Liga,Away,Valencia,1,0,W
2024-12-14,La Liga,Home,Real Madrid,3,3,D
2024-12-18,La Liga,Away,Villarreal,1,1,D
2024-12-22,La Liga,Away,Betis,1,1,D
2025-01-10,La Liga,Home,Celta Vigo,2,1,W
2025-01-19,La Liga,Away,Osasuna,1,1,D
2025-01-26,La Liga,Home,Girona,2,1,W
2025-01-31,La Liga,Away,Leganés,1,0,W
2025-02-07,La Liga,Home,Valladolid,1,0,W
2025-02-17,La Liga,Away,Barcelona,0,1,L
2025-02-22,La Liga,Home,Villarreal,0,1,L
2025-03-01,La Liga,Home,Sevilla,1,1,D
2025-03-09,La Liga,Away,Real Madrid,1,2,L
2025-03-16,La Liga,Home,Real Sociedad,2,2,D
2025-03-29,La Liga,Away,Alavés,2,0,W
2025-04-04,La Liga,Home,Espanyol,0,4,L
2025-04-13,La Liga,Away,Athletic Club,1,3,L
2025-04-19,La Liga,Home,Valencia,1,1,D
2025-04-24,La Liga,Away,Atlético Madrid,0,3,L
2025-05-02,La Liga,Home,Getafe,1,0,W
2025-05-09,La Liga,Away,Las Palmas,1,0,W
2025-05-15,La Liga,Home,Betis,2,2,D
2025-05-18,La Liga,Away,Celta Vigo,2,1,W
2025-05-24,La Liga,Home,Mallorca,0,0,D
