Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Real Madrid,19,16,3,0,48,9,39,51,2.68,40.3,14.9,25.4,1.33,19,13,5,1,39,17,22,44,2.32,28.6,20.5,8.0,0.42
2,Barcelona,19,15,1,3,43,21,22,46,2.42,42.6,22.5,20.1,1.06,19,11,6,2,36,23,13,39,2.05,34.9,19.2,15.8,0.83
3,Girona,19,15,2,2,53,20,33,47,2.47,36.5,20.9,15.6,0.82,19,10,4,5,32,26,6,34,1.79,34.3,33.4,0.9,0.05
4,Atlético Madrid,19,16,1,2,42,22,20,49,2.58,37.5,19.5,18.0,0.95,19,8,3,8,28,21,7,27,1.42,24.9,20.0,5.0,0.26
5,Athletic Club,19,12,6,1,42,18,24,42,2.21,34.7,18.1,16.7,0.88,19,7,5,7,19,19,0,26,1.37,18.0,23.2,-5.2,-0.28
6,Real Sociedad,19,8,6,5,26,20,6,30,1.58,22.4,19.5,2.9,0.15,19,8,6,5,25,19,6,30,1.58,22.5,21.8,0.7,0.04
7,Betis,19,9,7,3,27,19,8,34,1.79,26.1,18.8,7.3,0.38,19,5,8,6,21,26,-5,23,1.21,17.9,31.5,-13.6,-0.72
8,Villarreal,19,7,5,7,36,32,4,26,1.37,32.5,25.1,7.4,0.39,19,7,6,6,29,33,-4,27,1.42,23.1,33.6,-10.5,-0.55
9,Valencia,19,8,6,5,20,14,6,30,1.58,24.8,20.2,4.6,0.24,19,5,4,10,20,31,-11,19,1.0,18.4,27.4,-9.1,-0.48
10,Alavés,19,9,4,6,23,19,4,31,1.63,24.6,17.5,7.0,0.37,19,3,6,10,13,27,-14,15,0.79,21.6,27.1,-5.5,-0.29
11,Osasuna,19,6,5,8,19,26,-7,23,1.21,22.0,22.6,-0.6,-0.03,19,6,4,9,26,30,-4,22,1.16,18.5,27.3,-8.8,-0.46
12,Getafe,19,8,5,6,20,22,-2,29,1.53,25.1,22.7,2.4,0.13,19,2,8,9,22,32,-10,14,0.74,20.6,31.1,-10.6,-0.56
13,Celta Vigo,19,6,6,7,21,23,-2,24,1.26,30.7,19.0,11.7,0.62,19,4,5,10,25,34,-9,17,0.89,20.0,35.6,-15.6,-0.82
14,Sevilla,19,6,5,8,27,27,0,23,1.21,26.2,27.8,-1.5,-0.08,19,4,6,9,21,27,-6,18,0.95,18.7,28.1,-9.5,-0.5
15,Mallorca,19,6,8,5,17,16,1,26,1.37,17.8,16.2,1.6,0.08,19,2,8,9,16,28,-12,14,0.74,22.6,26.7,-4.0,-0.21
16,Las Palmas,19,6,6,7,20,20,0,24,1.26,19.3,26.7,-7.4,-0.39,19,4,4,11,13,27,-14,16,0.84,13.8,29.9,-16.1,-0.85
17,Rayo Vallecano,19,4,8,7,18,26,-8,20,1.05,24.0,23.3,0.6,0.03,19,4,6,9,11,22,-11,18,0.95,18.4,21.3,-2.9,-0.15
18,Cádiz,19,5,9,5,16,19,-3,24,1.26,20.5,15.2,5.2,0.28,19,1,6,12,10,36,-26,9,0.47,15.5,37.0,-21.6,-1.13
19,Almería,19,1,8,10,22,36,-14,11,0.58,30.0,28.1,1.9,0.1,19,2,4,13,21,39,-18,10,0.53,18.7,33.5,-14.8,-0.78
20,Granada,19,4,6,9,24,32,-8,18,0.95,27.1,27.9,-0.8,-0.04,19,0,3,16,14,47,-33,3,0.16,15.5,36.3,-20.8,-1.1
