Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-08-14,19:30,La Liga,Matchweek 1,Sun,Home,W,1,0,Girona,1.6,0.1,46,39359,Carlos Soler,4-3-3,3-4-3,Jorge Figueroa,Match Report,
2022-08-21,17:30,La Liga,Matchweek 2,Sun,Away,L,0,1,Athletic Club,0.7,1.0,62,43333,Carlos Soler,4-3-3,4-2-3-1,César Soto,Match Report,
2022-08-29,22:00,La Liga,Matchweek 3,Mon,Home,L,0,1,Atlético Madrid,0.5,1.5,69,43910,Carlos Soler,4-2-3-1,5-3-2,Guillermo Cuadra,Match Report,
2022-09-04,21:00,La Liga,Matchweek 4,Sun,Home,W,5,1,Getafe,2.3,0.2,69,38725,Toni Lato,4-3-3,4-4-2,José Luis Munuera,Match Report,
2022-09-10,14:00,La Liga,Matchweek 5,Sat,Away,L,1,2,Rayo Vallecano,1.7,1.7,54,12085,José Luis Gayà,4-2-3-1,4-2-3-1,Jesús Gil,Match Report,
2022-09-17,18:30,La Liga,Matchweek 6,Sat,Home,W,3,0,Celta Vigo,1.7,0.5,65,40965,José Luis Gayà,4-3-3,4-1-3-2,Pablo González,Match Report,
2022-10-02,14:00,La Liga,Matchweek 7,Sun,Away,D,2,2,Espanyol,1.1,0.8,62,19766,José Luis Gayà,4-3-3,4-2-3-1,Valentín Pizarro,Match Report,
2022-10-07,21:00,La Liga,Matchweek 8,Fri,Away,W,2,1,Osasuna,2.1,1.6,56,20260,José Luis Gayà,4-4-2,4-5-1,Miguel Ángel Ortiz Arias,Match Report,
2022-10-15,16:15,La Liga,Matchweek 9,Sat,Home,D,2,2,Elche,2.7,1.7,60,41805,José Luis Gayà,4-3-3,5-4-1,Juan Pulido,Match Report,
2022-10-18,19:00,La Liga,Matchweek 10,Tue,Away,D,1,1,Sevilla,1.8,1.1,36,37353,José Luis Gayà,5-4-1,5-4-1,César Soto,Match Report,
2022-10-22,18:30,La Liga,Matchweek 11,Sat,Home,L,1,2,Mallorca,1.2,1.5,67,41199,José Luis Gayà,4-3-3,5-4-1,José Sánchez,Match Report,
2022-10-29,21:00,La Liga,Matchweek 12,Sat,Home,L,0,1,Barcelona,0.2,1.6,33,46007,José Luis Gayà,4-3-3,4-3-3,Ricardo de Burgos,Match Report,
2022-11-06,16:15,La Liga,Matchweek 13,Sun,Away,D,1,1,Real Sociedad,0.9,1.1,71,32773,José Luis Gayà,4-3-3,4-3-1-2,José Luis Munuera,Match Report,
2022-11-10,20:00,La Liga,Matchweek 14,Thu,Home,W,3,0,Betis,2.0,0.2,62,39876,José Luis Gayà,4-3-3,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,
2022-12-31,16:15,La Liga,Matchweek 15,Sat,Away,L,1,2,Villarreal,1.4,2.5,48,19247,José Luis Gayà,4-3-3,4-3-3,José Sánchez,Match Report,
2023-01-03,19:00,Copa del Rey,Round of 32,Tue,Away,W,3,0,CF La Nucía,,,58,7000,Gabriel Paulista,3-4-3,4-2-3-1,Mario Melero,Match Report,
2023-01-06,21:00,La Liga,Matchweek 16,Fri,Home,L,0,1,Cádiz,0.4,0.4,73,39003,José Luis Gayà,4-3-3,4-2-3-1,Pablo González,Match Report,
2023-01-11,22:00,Supercopa de España,Semi-finals,Wed,Away,D,1 (3),1 (4),Real Madrid,,,42,50492,José Luis Gayà,4-4-2,4-3-3,Alejandro Hernández,Match Report,
2023-01-18,19:00,Copa del Rey,Round of 16,Wed,Away,W,4,0,Sporting Gijón,,,55,14625,José Luis Gayà,4-4-2,4-3-3,José Luis Munuera,Match Report,
2023-01-23,21:00,La Liga,Matchweek 18,Mon,Home,D,2,2,Almería,1.9,1.4,57,33442,José Luis Gayà,4-4-2,4-3-3,Jesús Gil,Match Report,
2023-01-26,20:00,Copa del Rey,Quarter-finals,Thu,Home,L,1,3,Athletic Club,,,53,45040,José Luis Gayà,4-3-3,4-2-3-1,Carlos del Cerro,Match Report,
2023-01-29,14:00,La Liga,Matchweek 19,Sun,Away,L,0,1,Valladolid,1.2,1.5,48,19675,José Luis Gayà,4-3-3,4-3-3,Jorge Figueroa,Match Report,
2023-02-02,21:00,La Liga,Matchweek 17,Thu,Away,L,0,2,Real Madrid,0.2,2.3,30,51926,José Luis Gayà,4-3-3,4-3-3,Alberola Rojas,Match Report,
2023-02-05,16:15,La Liga,Matchweek 20,Sun,Away,L,0,1,Girona,1.0,2.3,49,10732,José Luis Gayà,4-1-4-1,4-4-2,Javier Villanueva,Match Report,
2023-02-11,21:00,La Liga,Matchweek 21,Sat,Home,L,1,2,Athletic Club,1.6,1.5,49,36688,José Luis Gayà,4-3-3,4-2-3-1,César Soto,Match Report,
2023-02-20,21:00,La Liga,Matchweek 22,Mon,Away,L,0,1,Getafe,1.0,1.8,54,10112,José Luis Gayà,4-3-3,4-4-2,Mario Melero,Match Report,
2023-02-25,21:00,La Liga,Matchweek 23,Sat,Home,W,1,0,Real Sociedad,0.5,0.7,38,37465,Gabriel Paulista,4-3-3,4-1-4-1,Alejandro Hernández,Match Report,
2023-03-05,16:15,La Liga,Matchweek 24,Sun,Away,L,0,1,Barcelona,1.0,1.8,47,89644,Thierry Correia,4-5-1,4-3-3,Alberola Rojas,Match Report,
2023-03-11,21:00,La Liga,Matchweek 25,Sat,Home,W,1,0,Osasuna,1.7,0.3,55,37762,José Luis Gayà,4-3-3,4-3-3,Javier Villanueva,Match Report,
2023-03-18,21:00,La Liga,Matchweek 26,Sat,Away,L,0,3,Atlético Madrid,1.0,1.9,44,58317,José Luis Gayà,4-5-1,5-3-2,José Luis Munuera,Match Report,
2023-04-03,21:00,La Liga,Matchweek 27,Mon,Home,D,1,1,Rayo Vallecano,2.3,0.8,61,39769,José Luis Gayà,4-3-3,4-2-3-1,Jorge Figueroa,Match Report,
2023-04-09,18:30,La Liga,Matchweek 28,Sun,Away,L,1,2,Almería,1.3,0.9,60,14309,José Luis Gayà,4-3-3,4-1-3-2,José Sánchez,Match Report,
2023-04-16,21:00,La Liga,Matchweek 29,Sun,Home,L,0,2,Sevilla,0.4,0.4,60,39654,José Luis Gayà,4-4-2,4-2-3-1,Carlos del Cerro,Match Report,
2023-04-23,14:00,La Liga,Matchweek 30,Sun,Away,W,2,0,Elche,1.0,0.6,35,22129,José Luis Gayà,5-3-2,5-3-2,Guillermo Cuadra,Match Report,
2023-04-27,19:30,La Liga,Matchweek 31,Thu,Home,W,2,1,Valladolid,0.9,0.9,49,42023,José Luis Gayà,5-4-1,5-3-2,José Luis Munuera,Match Report,
2023-04-30,14:00,La Liga,Matchweek 32,Sun,Away,L,1,2,Cádiz,1.3,1.8,61,18650,Toni Lato,5-4-1,4-4-2,Ricardo de Burgos,Match Report,
2023-05-03,19:30,La Liga,Matchweek 33,Wed,Home,D,1,1,Villarreal,1.2,0.7,33,43634,José Luis Gayà,4-2-3-1,4-3-3,Jesús Gil,Match Report,
2023-05-14,14:00,La Liga,Matchweek 34,Sun,Away,W,2,1,Celta Vigo,1.2,0.7,36,14517,José Luis Gayà,4-2-3-1,4-4-2,César Soto,Match Report,
2023-05-21,18:30,La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,1.0,1.4,27,46002,José Luis Gayà,4-2-3-1,4-3-3,Ricardo de Burgos,Match Report,
2023-05-25,19:30,La Liga,Matchweek 36,Thu,Away,L,0,1,Mallorca,1.9,0.5,59,14631,José Luis Gayà,4-2-3-1,3-4-3,Alejandro Hernández,Match Report,
2023-05-28,19:00,La Liga,Matchweek 37,Sun,Home,D,2,2,Espanyol,2.6,1.2,53,44141,José Luis Gayà,4-2-3-1,5-3-2,Jesús Gil,Match Report,
2023-06-04,21:00,La Liga,Matchweek 38,Sun,Away,D,1,1,Betis,1.2,0.6,39,54087,José Luis Gayà,4-2-3-1,4-2-3-1,Alberola Rojas,Match Report,
