Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-19,La Liga,Away,Valladolid,0,1,L
2024-08-24,La Liga,Home,Real Sociedad,0,1,L
2024-08-28,La Liga,Away,Atlético Madrid,0,0,D
2024-08-31,La Liga,Home,Rayo Vallecano,2,1,W
2024-09-14,La Liga,Home,Alavés,3,2,W
2024-09-21,La Liga,Away,Real Madrid,1,4,L
2024-09-26,La Liga,Home,Villarreal,1,2,L
2024-09-29,La Liga,Away,Betis,0,1,L
2024-10-05,La Liga,Home,Mallorca,2,1,W
2024-10-19,La Liga,Away,Athletic Club,1,4,L
2024-10-25,La Liga,Home,Sevilla,0,2,L
2024-11-03,La Liga,Away,Barcelona,1,3,L
2024-11-23,La Liga,Away,Girona,1,4,L
2024-11-30,La Liga,Home,Celta Vigo,3,1,W
2024-12-09,La Liga,Away,Getafe,0,1,L
2024-12-14,La Liga,Home,Osasuna,0,0,D
2024-12-18,La Liga,Home,Valencia,1,1,D
2024-12-22,La Liga,Away,Las Palmas,0,1,L
2025-01-11,La Liga,Home,Leganés,1,1,D
2025-01-17,La Liga,Home,Valladolid,2,1,W
2025-01-25,La Liga,Away,Sevilla,1,1,D
2025-02-01,La Liga,Home,Real Madrid,1,0,W
2025-02-09,La Liga,Away,Real Sociedad,1,2,L
2025-02-16,La Liga,Home,Athletic Club,1,1,D
2025-02-22,La Liga,Away,Alavés,1,0,W
2025-03-10,La Liga,Home,Girona,1,1,D
2025-03-15,La Liga,Away,Mallorca,1,2,L
2025-03-29,La Liga,Home,Atlético Madrid,1,1,D
2025-04-04,La Liga,Away,Rayo Vallecano,4,0,W
2025-04-12,La Liga,Away,Celta Vigo,2,0,W
2025-04-18,La Liga,Home,Getafe,1,0,W
2025-04-22,La Liga,Away,Valencia,1,1,D
2025-04-27,La Liga,Away,Villarreal,0,1,L
2025-05-04,La Liga,Home,Betis,1,2,L
2025-05-11,La Liga,Away,Leganés,2,3,L
2025-05-15,La Liga,Home,Barcelona,0,2,L
2025-05-18,La Liga,Away,Osasuna,0,2,L
2025-05-24,La Liga,Home,Las Palmas,2,0,W
