Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-19,La Liga,Home,Atlético Madrid,2,2,D
2024-08-23,La Liga,Away,Sevilla,2,1,W
2024-08-26,La Liga,Home,Celta Vigo,4,3,W
2024-08-31,La Liga,Away,Valencia,1,1,D
2024-09-14,La Liga,Away,Mallorca,2,1,W
2024-09-22,La Liga,Home,Barcelona,1,5,L
2024-09-26,La Liga,Away,Espanyol,2,1,W
2024-09-30,La Liga,Home,Las Palmas,3,1,W
2024-10-05,La Liga,Away,Real Madrid,0,2,L
2024-10-20,La Liga,Home,Getafe,1,1,D
2024-10-26,La Liga,Away,Valladolid,2,1,W
2024-11-09,La Liga,Home,Alavés,3,0,W
2024-11-24,La Liga,Away,Osasuna,2,2,D
2024-12-01,La Liga,Home,Girona,2,2,D
2024-12-08,La Liga,Away,Athletic Club,0,2,L
2024-12-15,La Liga,Home,Betis,1,2,L
2024-12-18,La Liga,Home,Rayo Vallecano,1,1,D
2024-12-22,La Liga,Away,Leganés,5,2,W
2025-01-13,La Liga,Away,Real Sociedad,0,1,L
2025-01-20,La Liga,Home,Mallorca,4,0,W
2025-01-25,La Liga,Away,Atlético Madrid,1,1,D
2025-02-01,La Liga,Home,Valladolid,5,1,W
2025-02-08,La Liga,Away,Las Palmas,2,1,W
2025-02-15,La Liga,Home,Valencia,1,1,D
2025-02-22,La Liga,Away,Rayo Vallecano,1,0,W
2025-03-08,La Liga,Away,Alavés,0,1,L
2025-03-15,La Liga,Home,Real Madrid,1,2,L
2025-03-30,La Liga,Away,Getafe,2,1,W
2025-04-06,La Liga,Home,Athletic Club,0,0,D
2025-04-13,La Liga,Away,Betis,2,1,W
2025-04-20,La Liga,Home,Real Sociedad,2,2,D
2025-04-23,La Liga,Away,Celta Vigo,0,3,L
2025-04-27,La Liga,Home,Espanyol,1,0,W
2025-05-03,La Liga,Home,Osasuna,4,2,W
2025-05-10,La Liga,Away,Girona,1,0,W
2025-05-14,La Liga,Home,Leganés,3,0,W
2025-05-18,La Liga,Away,Barcelona,3,2,W
2025-05-25,La Liga,Home,Sevilla,4,2,W
