Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,La Liga,Away,Villarreal,1,1,D
2020-09-20,La Liga,Home,Cádiz,0,2,L
2020-09-26,La Liga,Away,Valencia,1,1,D
2020-09-30,La Liga,Home,Atlético Madrid,0,0,D
2020-10-03,La Liga,Away,Elche,0,0,D
2020-10-18,La Liga,Home,Valladolid,2,2,D
2020-10-25,La Liga,Away,Real Sociedad,1,4,L
2020-10-31,La Liga,Away,Real Madrid,1,4,L
2020-11-07,La Liga,Home,Eibar,1,1,D
2020-11-20,La Liga,Away,Osasuna,1,1,D
2020-11-28,La Liga,Home,Sevilla,0,1,L
2020-12-06,La Liga,Away,Granada,3,3,D
2020-12-12,La Liga,Home,Alavés,1,0,W
2020-12-18,La Liga,Away,Athletic Club,0,2,L
2020-12-22,La Liga,Home,Levante,1,1,D
2020-12-30,La Liga,Away,Celta Vigo,1,2,L
2021-01-03,La Liga,Home,Barcelona,0,1,L
2021-01-11,La Liga,Home,Betis,0,2,L
2021-01-20,La Liga,Away,Getafe,0,1,L
2021-01-23,La Liga,Home,Villarreal,0,0,D
2021-01-29,La Liga,Away,Valladolid,3,1,W
2021-02-06,La Liga,Home,Real Madrid,1,2,L
2021-02-13,La Liga,Away,Sevilla,0,1,L
2021-02-21,La Liga,Home,Granada,3,2,W
2021-02-27,La Liga,Away,Eibar,1,1,D
2021-03-07,La Liga,Home,Celta Vigo,3,4,L
2021-03-15,La Liga,Away,Barcelona,1,4,L
2021-03-20,La Liga,Home,Osasuna,0,0,D
2021-04-02,La Liga,Away,Levante,2,0,W
2021-04-09,La Liga,Home,Elche,3,1,W
2021-04-18,La Liga,Away,Alavés,0,1,L
2021-04-22,La Liga,Away,Atlético Madrid,0,2,L
2021-04-25,La Liga,Home,Getafe,0,2,L
2021-05-01,La Liga,Home,Real Sociedad,1,0,W
2021-05-08,La Liga,Away,Cádiz,1,2,L
2021-05-12,La Liga,Home,Athletic Club,1,0,W
2021-05-16,La Liga,Away,Betis,0,1,L
2021-05-22,La Liga,Home,Valencia,0,0,D
