Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2020-09-27,16:00,La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,3.3,1.6,55.0,,Koke,4-4-2,4-2-3-1,Javier Estrada,Match Report,
2020-09-30,19:00,La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,1.6,0.9,63.0,,Jan Oblak,4-4-2,4-3-3,Adrián Cordero,Match Report,
2020-10-03,16:00,La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,0.6,0.3,54.0,,Koke,4-4-2,4-1-4-1,Alejandro Hernández,Match Report,
2020-10-17,16:00,La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,1.4,1.9,49.0,,Koke,4-4-2,5-3-2,Juan Martínez,Match Report,
2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,0.4,2.6,42.0,,Koke,4-4-2,4-2-3-1,Michael Oliver,Match Report,
2020-10-24,21:00,La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,1.4,1.1,40.0,,Koke,4-4-2,4-2-3-1,Antonio Matéu Lahoz,Match Report,
2020-10-27,21:00,Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,2.5,1.1,50.0,,Koke,4-4-2,4-2-3-1,Ovidiu Hațegan,Match Report,
2020-10-31,18:30,La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,2.8,1.1,55.0,,Koke,4-4-2,4-4-2,Javier Estrada,Match Report,
2020-11-03,20:55,Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,1.0,0.9,65.0,8147.0,Jan Oblak,4-3-2-1,4-4-2,Benoît Bastien,Match Report,
2020-11-07,21:00,La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,2.1,0.4,67.0,,Koke,3-4-3,4-4-2,Adrián Cordero,Match Report,
2020-11-21,21:00,La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,0.5,0.9,46.0,,Koke,5-3-2,4-2-3-1,José Luis Munuera,Match Report,
2020-11-25,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,1.6,0.2,65.0,,Koke,4-4-2,4-5-1,Slavko Vinčič,Match Report,
2020-11-28,16:15,La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,0.9,0.2,66.0,,Koke,3-4-3,4-4-2,Ricardo de Burgos,Match Report,
2020-12-01,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,1.6,1.1,46.0,,Koke,3-5-2,3-4-3,Clément Turpin,Match Report,
2020-12-05,18:30,La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,1.2,0.7,54.0,,Jan Oblak,3-4-1-2,4-4-2,Pablo González,Match Report,
2020-12-09,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,0.6,1.4,43.0,,Koke,3-1-4-2,4-1-2-1-2,Anthony Taylor,Match Report,
2020-12-12,21:00,La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,0.7,0.9,44.0,,Koke,3-5-2,4-3-3,Antonio Matéu Lahoz,Match Report,
2020-12-16,19:00,Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,Saúl Ñíguez,4-4-2,5-4-1,Jorge Figueroa,Match Report,
2020-12-19,14:00,La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,2.2,0.6,48.0,,Koke,4-4-2,4-1-4-1,Javier Estrada,Match Report,
2020-12-22,19:45,La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,0.5,0.3,40.0,,Koke,3-4-3,4-2-3-1,Guillermo Cuadra,Match Report,
2020-12-30,19:15,La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,1.1,0.8,51.0,,Koke,3-5-2,4-4-2,Antonio Matéu Lahoz,Match Report,
2021-01-03,16:15,La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,2.2,0.3,58.0,,Koke,3-5-2,4-5-1,Juan Martínez,Match Report,
2021-01-06,18:00,Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,,62.0,,Saúl Ñíguez,4-4-2,5-3-2,Guillermo Cuadra,Match Report,
2021-01-12,21:30,La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,0.4,1.8,34.0,,Koke,3-5-2,4-3-3,Javier Estrada,Match Report,
2021-01-21,21:30,La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,1.2,1.5,64.0,,Jan Oblak,3-1-4-2,4-2-3-1,Mario Melero,Match Report,
2021-01-24,21:00,La Liga,Matchweek 20,Sun,Home,W,3,1,Valencia,1.8,0.3,49.0,,Koke,3-1-4-2,4-4-2,Ricardo de Burgos,Match Report,
2021-01-31,16:15,La Liga,Matchweek 21,Sun,Away,W,4,2,Cádiz,1.9,1.2,52.0,,Koke,3-1-4-2,4-4-2,Jesús Gil,Match Report,
2021-02-08,21:00,La Liga,Matchweek 22,Mon,Home,D,2,2,Celta Vigo,1.2,1.5,46.0,,Koke,3-1-4-2,4-1-3-2,Guillermo Cuadra,Match Report,
2021-02-13,14:00,La Liga,Matchweek 23,Sat,Away,W,2,1,Granada,0.7,0.7,60.0,,Koke,3-1-4-2,5-4-1,Antonio Matéu Lahoz,Match Report,
2021-02-17,19:00,La Liga,Matchweek 2,Wed,Away,D,1,1,Levante,1.1,0.6,64.0,,Koke,3-1-4-2,4-4-2,José Luis Munuera,Match Report,
2021-02-20,16:15,La Liga,Matchweek 24,Sat,Home,L,0,2,Levante,2.1,0.8,56.0,,Koke,3-4-3,3-4-3,Mario Melero,Match Report,
2021-02-23,21:00,Champions Lg,Round of 16,Tue,Neutral,L,0,1,eng Chelsea,0.8,1.0,37.0,,Koke,3-4-3,3-4-1-2,Felix Brych,Match Report,Leg 1 of 2
2021-02-28,21:00,La Liga,Matchweek 25,Sun,Away,W,2,0,Villarreal,0.6,1.8,37.0,,Koke,3-1-4-2,4-3-3,Ricardo de Burgos,Match Report,
2021-03-07,16:15,La Liga,Matchweek 26,Sun,Home,D,1,1,Real Madrid,1.4,1.6,39.0,,Koke,4-1-4-1,4-3-3,Alejandro Hernández,Match Report,
2021-03-10,19:00,La Liga,Matchweek 18,Wed,Home,W,2,1,Athletic Club,1.5,0.6,46.0,,Koke,4-3-3,4-4-2,Jesús Gil,Match Report,
2021-03-13,21:00,La Liga,Matchweek 27,Sat,Away,D,0,0,Getafe,1.6,0.7,73.0,,Koke,4-1-4-1,4-4-2,José Sánchez,Match Report,
2021-03-17,20:00,Champions Lg,Round of 16,Wed,Away,L,0,2,eng Chelsea,0.5,2.0,45.0,,Koke,4-4-2,3-4-3,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
2021-03-21,18:30,La Liga,Matchweek 28,Sun,Home,W,1,0,Alavés,0.5,1.2,62.0,,Koke,3-1-4-2,4-1-4-1,Juan Martínez,Match Report,
