Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-08-15,21:30,La Liga,Matchweek 1,Mon,Away,L,0,3,Betis,0.4,3.1,29.0,50622,Fidel,3-4-3,4-2-3-1,Guillermo Cuadra,Match Report,
2022-08-22,20:00,La Liga,Matchweek 2,Mon,Home,D,1,1,Almería,1.0,0.7,54.0,23361,Édgar Badía,4-4-2,3-4-1-2,Isidro Díaz de Mera,Match Report,
2022-08-27,17:30,La Liga,Matchweek 3,Sat,Home,L,0,1,Real Sociedad,0.7,1.8,45.0,22656,Édgar Badía,4-4-2,4-1-2-1-2,Javier Villanueva,Match Report,
2022-09-04,18:30,La Liga,Matchweek 4,Sun,Away,L,0,4,Villarreal,0.6,3.4,47.0,13915,Édgar Badía,4-4-2,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
2022-09-11,16:15,La Liga,Matchweek 5,Sun,Home,L,1,4,Athletic Club,0.9,2.7,47.0,24176,Édgar Badía,4-2-3-1,4-2-3-1,Mario Melero,Match Report,
2022-09-17,16:15,La Liga,Matchweek 6,Sat,Away,L,0,3,Barcelona,0.0,3.9,24.0,85073,Gonzalo Verdú,5-4-1,4-3-3,Alejandro Muñíz,Match Report,
2022-10-03,21:00,La Liga,Matchweek 7,Mon,Away,L,1,2,Rayo Vallecano,1.1,0.9,30.0,11662,Édgar Badía,5-3-2,4-2-3-1,Jorge Figueroa,Match Report,
2022-10-10,21:00,La Liga,Matchweek 8,Mon,Home,D,1,1,Mallorca,0.5,2.3,42.0,12000,Gonzalo Verdú,5-3-2,3-4-3,Valentín Pizarro,Match Report,
2022-10-15,16:15,La Liga,Matchweek 9,Sat,Away,D,2,2,Valencia,1.7,2.7,40.0,41805,Édgar Badía,5-4-1,4-3-3,Juan Pulido,Match Report,
2022-10-19,21:00,La Liga,Matchweek 10,Wed,Home,L,0,3,Real Madrid,0.8,1.5,38.0,30236,Gonzalo Verdú,4-1-4-1,4-3-3,Jesús Gil,Match Report,
2022-10-23,14:00,La Liga,Matchweek 11,Sun,Away,D,2,2,Espanyol,0.5,2.2,59.0,17560,Gonzalo Verdú,5-3-2,4-3-3,José Luis Munuera,Match Report,
2022-10-31,21:00,La Liga,Matchweek 12,Mon,Home,L,0,1,Getafe,1.3,0.4,59.0,19588,Gonzalo Verdú,5-4-1,5-3-2,César Soto,Match Report,
2022-11-05,16:15,La Liga,Matchweek 13,Sat,Away,L,1,2,Valladolid,0.2,1.9,49.0,20176,Édgar Badía,4-4-1-1,4-3-3,Ricardo de Burgos,Match Report,
2022-11-08,19:00,La Liga,Matchweek 14,Tue,Home,L,1,2,Girona,0.6,2.3,45.0,17339,Édgar Badía,4-2-3-1,4-1-4-1,Pablo González,Match Report,
2022-11-12,18:30,Copa del Rey,First round,Sat,Away,W,3,0,CD L'Alcora,,,,1500,Josan,4-4-2,4-4-2,José Sánchez,Match Report,
2022-12-20,19:00,Copa del Rey,Second round,Tue,Away,W,3,0,Guadalajara,,,54.0,3000,Gonzalo Verdú,3-4-3,5-3-2,José Luis Munuera,Match Report,
2022-12-29,21:30,La Liga,Matchweek 15,Thu,Away,L,0,2,Atlético Madrid,0.4,1.7,38.0,48119,Gonzalo Verdú,3-4-3,3-4-3,Guillermo Cuadra,Match Report,
2023-01-03,21:00,Copa del Rey,Round of 32,Tue,Away,L,0,1,Ceuta,,,,2483,,3-4-3,4-4-2,Jorge Figueroa,Match Report,
2023-01-06,18:30,La Liga,Matchweek 16,Fri,Home,L,0,1,Celta Vigo,1.0,2.0,57.0,20121,Édgar Badía,3-4-3,5-3-2,Miguel Ángel Ortiz Arias,Match Report,
