Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-16,La Liga,Home,Alavés,2,1,W
2024-08-23,La Liga,Home,Valencia,3,1,W
2024-08-26,La Liga,Away,Villarreal,3,4,L
2024-09-01,La Liga,Away,Osasuna,2,3,L
2024-09-15,La Liga,Home,Valladolid,3,1,W
2024-09-22,La Liga,Away,Athletic Club,1,3,L
2024-09-26,La Liga,Home,Atlético Madrid,0,1,L
2024-09-29,La Liga,Home,Girona,1,1,D
2024-10-05,La Liga,Away,Las Palmas,1,0,W
2024-10-19,La Liga,Home,Real Madrid,1,2,L
2024-10-27,La Liga,Away,Leganés,0,3,L
2024-11-04,La Liga,Home,Getafe,1,0,W
2024-11-10,La Liga,Away,Betis,2,2,D
2024-11-23,La Liga,Home,Barcelona,2,2,D
2024-11-30,La Liga,Away,Espanyol,1,3,L
2024-12-06,La Liga,Home,Mallorca,2,0,W
2024-12-14,La Liga,Away,Sevilla,0,1,L
2024-12-21,La Liga,Home,Real Sociedad,2,0,W
2025-01-10,La Liga,Away,Rayo Vallecano,1,2,L
2025-01-19,La Liga,Home,Athletic Club,1,2,L
2025-01-27,La Liga,Away,Alavés,1,1,D
2025-02-02,La Liga,Away,Valencia,1,2,L
2025-02-08,La Liga,Home,Betis,3,2,W
2025-02-15,La Liga,Away,Atlético Madrid,1,1,D
2025-02-21,La Liga,Home,Osasuna,1,0,W
2025-03-01,La Liga,Away,Girona,2,2,D
2025-03-08,La Liga,Home,Leganés,2,1,W
2025-03-15,La Liga,Away,Valladolid,1,0,W
2025-03-31,La Liga,Home,Las Palmas,1,1,D
2025-04-05,La Liga,Away,Mallorca,2,1,W
2025-04-12,La Liga,Home,Espanyol,0,2,L
2025-04-19,La Liga,Away,Barcelona,3,4,L
2025-04-23,La Liga,Home,Villarreal,3,0,W
2025-05-04,La Liga,Away,Real Madrid,2,3,L
2025-05-10,La Liga,Home,Sevilla,3,2,W
2025-05-13,La Liga,Away,Real Sociedad,1,0,W
2025-05-18,La Liga,Home,Rayo Vallecano,1,2,L
2025-05-24,La Liga,Away,Getafe,2,1,W
