Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-12,La Liga,Home,Sevilla,2,1,W
2022-08-20,La Liga,Home,Cádiz,2,0,W
2022-08-26,La Liga,Away,Betis,0,1,L
2022-09-04,La Liga,Home,Rayo Vallecano,2,1,W
2022-09-12,La Liga,Away,Almería,1,0,W
2022-09-18,La Liga,Home,Getafe,0,2,L
2022-10-02,La Liga,Away,Real Madrid,1,1,D
2022-10-07,La Liga,Home,Valencia,1,2,L
2022-10-17,La Liga,Away,Villarreal,0,2,L
2022-10-20,La Liga,Home,Espanyol,1,0,W
2022-10-23,La Liga,Away,Girona,1,1,D
2022-10-30,La Liga,Home,Valladolid,2,0,W
2022-11-05,La Liga,Away,Celta Vigo,2,1,W
2022-11-08,La Liga,Home,Barcelona,1,2,L
2022-12-31,La Liga,Away,Real Sociedad,0,2,L
2023-01-09,La Liga,Away,Athletic Club,0,0,D
2023-01-14,La Liga,Home,Mallorca,1,0,W
2023-01-22,La Liga,Away,Elche,1,1,D
2023-01-29,La Liga,Home,Atlético Madrid,0,1,L
2023-02-04,La Liga,Away,Espanyol,1,1,D
2023-02-12,La Liga,Away,Valladolid,0,0,D
2023-02-18,La Liga,Home,Real Madrid,0,2,L
2023-02-26,La Liga,Away,Sevilla,3,2,W
2023-03-06,La Liga,Home,Celta Vigo,0,0,D
2023-03-11,La Liga,Away,Valencia,0,1,L
2023-03-19,La Liga,Home,Villarreal,0,3,L
2023-03-31,La Liga,Away,Mallorca,0,0,D
2023-04-08,La Liga,Home,Elche,2,1,W
2023-04-14,La Liga,Away,Rayo Vallecano,1,2,L
2023-04-22,La Liga,Home,Betis,3,2,W
2023-04-25,La Liga,Away,Cádiz,1,0,W
2023-04-28,La Liga,Home,Real Sociedad,0,2,L
2023-05-02,La Liga,Away,Barcelona,0,1,L
2023-05-13,La Liga,Home,Almería,3,1,W
2023-05-21,La Liga,Away,Atlético Madrid,0,3,L
2023-05-25,La Liga,Home,Athletic Club,2,0,W
2023-05-28,La Liga,Away,Getafe,1,2,L
2023-06-04,La Liga,Home,Girona,2,1,W
