Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-12,La Liga,Home,Celta Vigo,0,0,D
2020-09-19,La Liga,Away,Villarreal,1,2,L
2020-09-27,La Liga,Home,Athletic Club,1,2,L
2020-09-30,La Liga,Home,Elche,0,1,L
2020-10-03,La Liga,Away,Valladolid,2,1,W
2020-10-18,La Liga,Home,Osasuna,0,0,D
2020-10-24,La Liga,Away,Sevilla,1,0,W
2020-10-30,La Liga,Home,Cádiz,0,2,L
2020-11-07,La Liga,Away,Huesca,1,1,D
2020-11-22,La Liga,Home,Getafe,0,0,D
2020-11-30,La Liga,Away,Betis,2,0,W
2020-12-07,La Liga,Home,Valencia,0,0,D
2020-12-13,La Liga,Away,Real Sociedad,1,1,D
2020-12-20,La Liga,Home,Real Madrid,1,3,L
2020-12-23,La Liga,Away,Alavés,1,2,L
2020-12-29,La Liga,Away,Barcelona,1,1,D
2021-01-03,La Liga,Home,Granada,2,0,W
2021-01-10,La Liga,Away,Levante,1,2,L
2021-01-21,La Liga,Home,Atlético Madrid,1,2,L
2021-01-24,La Liga,Away,Celta Vigo,1,1,D
2021-01-30,La Liga,Home,Sevilla,0,2,L
2021-02-07,La Liga,Away,Osasuna,1,2,L
2021-02-13,La Liga,Home,Valladolid,1,1,D
2021-02-20,La Liga,Away,Elche,0,1,L
2021-02-27,La Liga,Home,Huesca,1,1,D
2021-03-06,La Liga,Away,Cádiz,0,1,L
2021-03-14,La Liga,Home,Villarreal,1,3,L
2021-03-20,La Liga,Away,Athletic Club,1,1,D
2021-04-03,La Liga,Away,Real Madrid,0,2,L
2021-04-10,La Liga,Home,Levante,0,1,L
2021-04-18,La Liga,Away,Atlético Madrid,0,5,L
2021-04-22,La Liga,Away,Granada,1,4,L
2021-04-26,La Liga,Home,Real Sociedad,0,1,L
2021-05-01,La Liga,Home,Alavés,3,0,W
2021-05-09,La Liga,Away,Getafe,1,0,W
2021-05-13,La Liga,Home,Betis,1,1,D
2021-05-16,La Liga,Away,Valencia,1,4,L
2021-05-22,La Liga,Home,Barcelona,0,1,L
