Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-11,La Liga,Home,Rayo Vallecano,0,2,L
2023-08-19,La Liga,Home,Real Madrid,1,3,L
2023-08-26,La Liga,Away,Cádiz,1,1,D
2023-09-01,La Liga,Home,Celta Vigo,2,3,L
2023-09-17,La Liga,Away,Villarreal,1,2,L
2023-09-23,La Liga,Home,Valencia,2,2,D
2023-09-26,La Liga,Away,Sevilla,1,5,L
2023-10-01,La Liga,Home,Granada,3,3,D
2023-10-06,La Liga,Away,Athletic Club,0,3,L
2023-10-22,La Liga,Away,Girona,2,5,L
2023-10-28,La Liga,Home,Las Palmas,1,2,L
2023-11-05,La Liga,Away,Alavés,0,1,L
2023-11-11,La Liga,Home,Real Sociedad,1,3,L
2023-11-25,La Liga,Away,Getafe,1,2,L
2023-12-03,La Liga,Home,Betis,0,0,D
2023-12-10,La Liga,Away,Atlético Madrid,1,2,L
2023-12-17,La Liga,Home,Mallorca,0,0,D
2023-12-20,La Liga,Away,Barcelona,2,3,L
2024-01-04,La Liga,Away,Osasuna,0,1,L
2024-01-14,La Liga,Home,Girona,0,0,D
2024-01-21,La Liga,Away,Real Madrid,2,3,L
2024-01-26,La Liga,Home,Alavés,0,3,L
2024-02-03,La Liga,Away,Valencia,1,2,L
2024-02-12,La Liga,Home,Athletic Club,0,0,D
2024-02-18,La Liga,Away,Granada,1,1,D
2024-02-24,La Liga,Home,Atlético Madrid,2,2,D
2024-03-01,La Liga,Away,Celta Vigo,0,1,L
2024-03-11,La Liga,Home,Sevilla,2,2,D
2024-03-17,La Liga,Away,Las Palmas,1,0,W
2024-03-30,La Liga,Home,Osasuna,0,3,L
2024-04-14,La Liga,Away,Real Sociedad,2,2,D
2024-04-21,La Liga,Home,Villarreal,1,2,L
2024-04-27,La Liga,Home,Getafe,1,3,L
2024-05-05,La Liga,Away,Rayo Vallecano,1,0,W
2024-05-12,La Liga,Away,Betis,2,3,L
2024-05-16,La Liga,Home,Barcelona,0,2,L
2024-05-19,La Liga,Away,Mallorca,2,2,D
2024-05-25,La Liga,Home,Cádiz,6,1,W
