Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-16,La Liga,Away,Celta Vigo,1,2,L
2024-08-25,La Liga,Home,Betis,0,0,D
2024-08-28,La Liga,Away,Real Sociedad,2,1,W
2024-09-01,La Liga,Home,Las Palmas,2,0,W
2024-09-14,La Liga,Away,Espanyol,2,3,L
2024-09-20,La Liga,Home,Sevilla,2,1,W
2024-09-24,La Liga,Away,Real Madrid,2,3,L
2024-09-28,La Liga,Away,Getafe,0,2,L
2024-10-06,La Liga,Home,Barcelona,0,3,L
2024-10-18,La Liga,Home,Valladolid,2,3,L
2024-10-26,La Liga,Away,Rayo Vallecano,0,1,L
2024-11-01,La Liga,Home,Mallorca,1,0,W
2024-11-09,La Liga,Away,Villarreal,0,3,L
2024-11-23,La Liga,Away,Atlético Madrid,1,2,L
2024-11-30,La Liga,Home,Leganés,1,1,D
2024-12-08,La Liga,Away,Osasuna,2,2,D
2024-12-15,La Liga,Home,Athletic Club,1,1,D
2024-12-22,La Liga,Away,Valencia,2,2,D
2025-01-11,La Liga,Home,Girona,0,1,L
2025-01-18,La Liga,Away,Betis,3,1,W
2025-01-27,La Liga,Home,Celta Vigo,1,1,D
2025-02-02,La Liga,Away,Barcelona,0,1,L
2025-02-09,La Liga,Home,Getafe,0,1,L
2025-02-15,La Liga,Away,Leganés,3,3,D
2025-02-22,La Liga,Home,Espanyol,0,1,L
2025-03-02,La Liga,Away,Mallorca,1,1,D
2025-03-08,La Liga,Home,Villarreal,1,0,W
2025-03-14,La Liga,Away,Las Palmas,2,2,D
2025-03-29,La Liga,Home,Rayo Vallecano,0,2,L
2025-04-05,La Liga,Away,Girona,1,0,W
2025-04-13,La Liga,Home,Real Madrid,0,1,L
2025-04-20,La Liga,Away,Sevilla,1,1,D
2025-04-23,La Liga,Home,Real Sociedad,1,0,W
2025-05-03,La Liga,Home,Atlético Madrid,0,0,D
2025-05-11,La Liga,Away,Athletic Club,0,1,L
2025-05-14,La Liga,Home,Valencia,1,0,W
2025-05-18,La Liga,Away,Valladolid,1,0,W
2025-05-24,La Liga,Home,Osasuna,1,1,D
