Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-19,La Liga,Home,Espanyol,1,0,W
2024-08-25,La Liga,Away,Real Madrid,0,3,L
2024-08-28,La Liga,Home,Leganés,0,0,D
2024-08-31,La Liga,Away,Barcelona,0,7,L
2024-09-15,La Liga,Away,Celta Vigo,1,3,L
2024-09-21,La Liga,Home,Real Sociedad,0,0,D
2024-09-24,La Liga,Away,Sevilla,1,2,L
2024-09-27,La Liga,Home,Mallorca,1,2,L
2024-10-05,La Liga,Home,Rayo Vallecano,1,2,L
2024-10-18,La Liga,Away,Alavés,3,2,W
2024-10-26,La Liga,Home,Villarreal,1,2,L
2024-11-02,La Liga,Away,Osasuna,0,1,L
2024-11-10,La Liga,Home,Athletic Club,1,1,D
2024-11-22,La Liga,Away,Getafe,0,2,L
2024-11-30,La Liga,Home,Atlético Madrid,0,5,L
2024-12-07,La Liga,Away,Las Palmas,1,2,L
2024-12-13,La Liga,Home,Valencia,1,0,W
2024-12-20,La Liga,Away,Girona,0,3,L
2025-01-11,La Liga,Home,Betis,1,0,W
2025-01-17,La Liga,Away,Espanyol,1,2,L
2025-01-25,La Liga,Home,Real Madrid,0,3,L
2025-02-01,La Liga,Away,Villarreal,1,5,L
2025-02-07,La Liga,Away,Rayo Vallecano,0,1,L
2025-02-16,La Liga,Home,Sevilla,0,4,L
2025-02-23,La Liga,Away,Athletic Club,1,7,L
2025-02-28,La Liga,Home,Las Palmas,1,1,D
2025-03-08,La Liga,Away,Valencia,1,2,L
2025-03-15,La Liga,Home,Celta Vigo,0,1,L
2025-03-29,La Liga,Away,Real Sociedad,1,2,L
2025-04-06,La Liga,Home,Getafe,0,4,L
2025-04-14,La Liga,Away,Atlético Madrid,2,4,L
2025-04-20,La Liga,Home,Osasuna,2,3,L
2025-04-24,La Liga,Away,Betis,1,5,L
2025-05-03,La Liga,Home,Barcelona,1,2,L
2025-05-10,La Liga,Away,Mallorca,1,2,L
2025-05-13,La Liga,Home,Girona,0,1,L
2025-05-18,La Liga,Home,Alavés,0,1,L
2025-05-24,La Liga,Away,Leganés,0,3,L
