Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-11,La Liga,Home,Valencia,1,2,L
2023-08-21,La Liga,Away,Alavés,3,4,L
2023-08-26,La Liga,Home,Girona,1,2,L
2023-09-17,La Liga,Home,Las Palmas,1,0,W
2023-09-23,La Liga,Away,Osasuna,0,0,D
2023-09-26,La Liga,Home,Almería,5,1,W
2023-09-29,La Liga,Away,Barcelona,0,1,L
2023-10-07,La Liga,Home,Rayo Vallecano,2,2,D
2023-10-21,La Liga,Home,Real Madrid,1,1,D
2023-10-28,La Liga,Away,Cádiz,2,2,D
2023-11-04,La Liga,Away,Celta Vigo,1,1,D
2023-11-12,La Liga,Home,Betis,1,1,D
2023-11-26,La Liga,Away,Real Sociedad,1,2,L
2023-12-03,La Liga,Home,Villarreal,1,1,D
2023-12-09,La Liga,Away,Mallorca,0,1,L
2023-12-16,La Liga,Home,Getafe,0,3,L
2023-12-19,La Liga,Away,Granada,3,0,W
2023-12-23,La Liga,Away,Atlético Madrid,0,1,L
2024-01-04,La Liga,Home,Athletic Club,0,2,L
2024-01-12,La Liga,Home,Alavés,2,3,L
2024-01-21,La Liga,Away,Girona,1,5,L
2024-01-28,La Liga,Home,Osasuna,1,1,D
2024-02-05,La Liga,Away,Rayo Vallecano,2,1,W
2024-02-11,La Liga,Home,Atlético Madrid,1,0,W
2024-02-17,La Liga,Away,Valencia,0,0,D
2024-02-25,La Liga,Away,Real Madrid,0,1,L
2024-03-02,La Liga,Home,Real Sociedad,3,2,W
2024-03-11,La Liga,Away,Almería,2,2,D
2024-03-17,La Liga,Home,Celta Vigo,1,2,L
2024-03-30,La Liga,Away,Getafe,1,0,W
2024-04-14,La Liga,Away,Las Palmas,2,0,W
2024-04-22,La Liga,Home,Mallorca,2,1,W
2024-04-28,La Liga,Away,Betis,1,1,D
2024-05-05,La Liga,Home,Granada,3,0,W
2024-05-11,La Liga,Away,Villarreal,2,3,L
2024-05-15,La Liga,Home,Cádiz,0,1,L
2024-05-19,La Liga,Away,Athletic Club,0,2,L
2024-05-26,La Liga,Home,Barcelona,1,2,L
