Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-19,La Liga,Away,Villarreal,2,2,D
2024-08-25,La Liga,Home,Girona,3,0,W
2024-08-28,La Liga,Home,Espanyol,0,0,D
2024-08-31,La Liga,Away,Athletic Club,1,0,W
2024-09-15,La Liga,Home,Valencia,3,0,W
2024-09-22,La Liga,Away,Rayo Vallecano,1,1,D
2024-09-26,La Liga,Away,Celta Vigo,1,0,W
2024-09-29,La Liga,Home,Real Madrid,1,1,D
2024-10-06,La Liga,Away,Real Sociedad,1,1,D
2024-10-20,La Liga,Home,Leganés,3,1,W
2024-10-27,La Liga,Away,Betis,0,1,L
2024-11-03,La Liga,Home,Las Palmas,2,0,W
2024-11-10,La Liga,Away,Mallorca,1,0,W
2024-11-23,La Liga,Home,Alavés,2,1,W
2024-11-30,La Liga,Away,Valladolid,5,0,W
2024-12-08,La Liga,Home,Sevilla,4,3,W
2024-12-15,La Liga,Home,Getafe,1,0,W
2024-12-21,La Liga,Away,Barcelona,2,1,W
2025-01-12,La Liga,Home,Osasuna,1,0,W
2025-01-18,La Liga,Away,Leganés,0,1,L
2025-01-25,La Liga,Home,Villarreal,1,1,D
2025-02-01,La Liga,Home,Mallorca,2,0,W
2025-02-08,La Liga,Away,Real Madrid,1,1,D
2025-02-15,La Liga,Home,Celta Vigo,1,1,D
2025-02-22,La Liga,Away,Valencia,3,0,W
2025-03-01,La Liga,Home,Athletic Club,1,0,W
2025-03-09,La Liga,Away,Getafe,1,2,L
2025-03-16,La Liga,Home,Barcelona,2,4,L
2025-03-29,La Liga,Away,Espanyol,1,1,D
2025-04-06,La Liga,Away,Sevilla,2,1,W
2025-04-14,La Liga,Home,Valladolid,4,2,W
2025-04-19,La Liga,Away,Las Palmas,0,1,L
2025-04-24,La Liga,Home,Rayo Vallecano,3,0,W
2025-05-03,La Liga,Away,Alavés,0,0,D
2025-05-10,La Liga,Home,Real Sociedad,4,0,W
2025-05-15,La Liga,Away,Osasuna,0,2,L
2025-05-18,La Liga,Home,Betis,4,1,W
2025-05-25,La Liga,Away,Girona,4,0,W
