Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-12,La Liga,Home,Mallorca,1,1,D
2023-08-18,La Liga,Away,Valencia,0,1,L
2023-08-25,La Liga,Home,Real Sociedad,0,0,D
2023-09-03,La Liga,Away,Girona,0,1,L
2023-09-17,La Liga,Away,Sevilla,0,1,L
2023-09-24,La Liga,Home,Granada,1,0,W
2023-09-27,La Liga,Away,Real Madrid,0,2,L
2023-10-02,La Liga,Home,Celta Vigo,2,1,W
2023-10-08,La Liga,Away,Villarreal,2,1,W
2023-10-22,La Liga,Home,Rayo Vallecano,0,1,L
2023-10-28,La Liga,Away,Almería,2,1,W
2023-11-03,La Liga,Home,Atlético Madrid,2,1,W
2023-11-11,La Liga,Away,Osasuna,1,1,D
2023-11-26,La Liga,Away,Betis,0,1,L
2023-12-01,La Liga,Home,Getafe,2,0,W
2023-12-09,La Liga,Away,Alavés,1,0,W
2023-12-17,La Liga,Home,Cádiz,1,1,D
2023-12-20,La Liga,Away,Athletic Club,0,1,L
2024-01-04,La Liga,Home,Barcelona,1,2,L
2024-01-13,La Liga,Home,Villarreal,3,0,W
2024-01-20,La Liga,Away,Rayo Vallecano,2,0,W
2024-01-27,La Liga,Home,Real Madrid,1,2,L
2024-02-03,La Liga,Away,Granada,1,1,D
2024-02-10,La Liga,Home,Valencia,2,0,W
2024-02-17,La Liga,Away,Atlético Madrid,0,5,L
2024-02-25,La Liga,Home,Osasuna,1,1,D
2024-03-02,La Liga,Away,Getafe,3,3,D
2024-03-10,La Liga,Home,Athletic Club,0,2,L
2024-03-17,La Liga,Home,Almería,0,1,L
2024-03-30,La Liga,Away,Barcelona,0,1,L
2024-04-14,La Liga,Home,Sevilla,0,2,L
2024-04-20,La Liga,Away,Celta Vigo,1,4,L
2024-04-27,La Liga,Home,Girona,0,2,L
2024-05-04,La Liga,Away,Real Sociedad,0,2,L
2024-05-11,La Liga,Away,Mallorca,0,1,L
2024-05-16,La Liga,Home,Betis,2,2,D
2024-05-19,La Liga,Away,Cádiz,0,0,D
2024-05-26,La Liga,Home,Alavés,1,1,D
