Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-14,La Liga,Away,Valencia,0,1,L
2022-08-22,La Liga,Home,Getafe,3,1,W
2022-08-26,La Liga,Home,Celta Vigo,0,1,L
2022-09-03,La Liga,Away,Mallorca,1,1,D
2022-09-09,La Liga,Home,Valladolid,2,1,W
2022-09-18,La Liga,Away,Betis,1,2,L
2022-10-02,La Liga,Home,Real Sociedad,3,5,L
2022-10-08,La Liga,Away,Atlético Madrid,1,2,L
2022-10-15,La Liga,Home,Cádiz,1,1,D
2022-10-20,La Liga,Away,Almería,2,3,L
2022-10-23,La Liga,Home,Osasuna,1,1,D
2022-10-30,La Liga,Away,Real Madrid,1,1,D
2022-11-04,La Liga,Home,Athletic Club,2,1,W
2022-11-08,La Liga,Away,Elche,2,1,W
2022-12-29,La Liga,Home,Rayo Vallecano,2,2,D
2023-01-07,La Liga,Away,Espanyol,2,2,D
2023-01-14,La Liga,Home,Sevilla,2,1,W
2023-01-22,La Liga,Away,Villarreal,0,1,L
2023-01-28,La Liga,Home,Barcelona,0,1,L
2023-02-05,La Liga,Home,Valencia,1,0,W
2023-02-10,La Liga,Away,Cádiz,0,2,L
2023-02-17,La Liga,Home,Almería,6,2,W
2023-02-26,La Liga,Away,Athletic Club,3,2,W
2023-03-04,La Liga,Away,Getafe,2,3,L
2023-03-13,La Liga,Home,Atlético Madrid,0,1,L
2023-03-18,La Liga,Away,Rayo Vallecano,2,2,D
2023-04-01,La Liga,Home,Espanyol,2,1,W
2023-04-10,La Liga,Away,Barcelona,0,0,D
2023-04-16,La Liga,Home,Elche,2,0,W
2023-04-22,La Liga,Away,Valladolid,0,1,L
2023-04-25,La Liga,Home,Real Madrid,4,2,W
2023-05-01,La Liga,Away,Sevilla,2,0,W
2023-05-04,La Liga,Home,Mallorca,2,1,W
2023-05-13,La Liga,Away,Real Sociedad,2,2,D
2023-05-20,La Liga,Home,Villarreal,1,2,L
2023-05-23,La Liga,Away,Celta Vigo,1,1,D
2023-05-28,La Liga,Home,Betis,1,2,L
2023-06-04,La Liga,Away,Osasuna,1,2,L
