Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,La Liga,Home,Osasuna,0,2,L
2023-08-19,La Liga,Away,Real Sociedad,1,1,D
2023-08-25,La Liga,Home,Real Madrid,0,1,L
2023-09-01,La Liga,Away,Almería,3,2,W
2023-09-16,La Liga,Home,Mallorca,0,1,L
2023-09-23,La Liga,Away,Barcelona,2,3,L
2023-09-28,La Liga,Home,Alavés,1,1,D
2023-10-02,La Liga,Away,Las Palmas,1,2,L
2023-10-08,La Liga,Home,Getafe,2,2,D
2023-10-21,La Liga,Home,Atlético Madrid,0,3,L
2023-10-27,La Liga,Away,Girona,0,1,L
2023-11-04,La Liga,Home,Sevilla,1,1,D
2023-11-10,La Liga,Away,Athletic Club,3,4,L
2023-11-25,La Liga,Away,Valencia,0,0,D
2023-12-04,La Liga,Home,Cádiz,1,1,D
2023-12-11,La Liga,Away,Rayo Vallecano,0,0,D
2023-12-16,La Liga,Home,Granada,1,0,W
2023-12-20,La Liga,Away,Villarreal,2,3,L
2024-01-03,La Liga,Home,Betis,2,1,W
2024-01-13,La Liga,Away,Mallorca,1,1,D
2024-01-20,La Liga,Home,Real Sociedad,0,1,L
2024-01-28,La Liga,Home,Girona,0,1,L
2024-02-04,La Liga,Away,Osasuna,3,0,W
2024-02-11,La Liga,Away,Getafe,2,3,L
2024-02-17,La Liga,Home,Barcelona,1,2,L
2024-02-25,La Liga,Away,Cádiz,2,2,D
2024-03-01,La Liga,Home,Almería,1,0,W
2024-03-10,La Liga,Away,Real Madrid,0,4,L
2024-03-17,La Liga,Away,Sevilla,2,1,W
2024-03-31,La Liga,Home,Rayo Vallecano,0,0,D
2024-04-12,La Liga,Away,Betis,1,2,L
2024-04-20,La Liga,Home,Las Palmas,4,1,W
2024-04-27,La Liga,Away,Alavés,0,3,L
2024-05-05,La Liga,Home,Villarreal,3,2,W
2024-05-12,La Liga,Away,Atlético Madrid,0,1,L
2024-05-15,La Liga,Home,Athletic Club,2,1,W
2024-05-19,La Liga,Away,Granada,2,1,W
2024-05-26,La Liga,Home,Valencia,2,2,D
