Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-12,La Liga,Away,Granada,0,2,L
2020-09-27,La Liga,Away,Eibar,2,1,W
2020-10-01,La Liga,Home,Cádiz,0,1,L
2020-10-04,La Liga,Away,Alavés,0,1,L
2020-10-18,La Liga,Home,Levante,2,0,W
2020-10-24,La Liga,Away,Osasuna,0,1,L
2020-10-31,La Liga,Home,Sevilla,2,1,W
2020-11-08,La Liga,Away,Valladolid,1,2,L
2020-11-23,La Liga,Home,Betis,4,0,W
2020-11-29,La Liga,Away,Getafe,1,1,D
2020-12-04,La Liga,Home,Celta Vigo,0,2,L
2020-12-12,La Liga,Away,Valencia,2,2,D
2020-12-15,La Liga,Away,Real Madrid,1,3,L
2020-12-18,La Liga,Home,Huesca,2,0,W
2020-12-22,La Liga,Away,Villarreal,1,1,D
2020-12-31,La Liga,Home,Real Sociedad,0,1,L
2021-01-03,La Liga,Home,Elche,1,0,W
2021-01-06,La Liga,Home,Barcelona,2,3,L
2021-01-25,La Liga,Home,Getafe,5,1,W
2021-01-31,La Liga,Away,Barcelona,1,2,L
2021-02-07,La Liga,Home,Valencia,1,1,D
2021-02-15,La Liga,Away,Cádiz,4,0,W
2021-02-21,La Liga,Home,Villarreal,1,1,D
2021-02-26,La Liga,Away,Levante,1,1,D
2021-03-07,La Liga,Home,Granada,2,1,W
2021-03-10,La Liga,Away,Atlético Madrid,1,2,L
2021-03-14,La Liga,Away,Celta Vigo,0,0,D
2021-03-20,La Liga,Home,Eibar,1,1,D
2021-04-07,La Liga,Away,Real Sociedad,1,1,D
2021-04-10,La Liga,Home,Alavés,0,0,D
2021-04-21,La Liga,Away,Betis,0,0,D
2021-04-25,La Liga,Home,Atlético Madrid,2,1,W
2021-04-28,La Liga,Home,Valladolid,2,2,D
2021-05-03,La Liga,Away,Sevilla,1,0,W
2021-05-08,La Liga,Home,Osasuna,2,2,D
2021-05-12,La Liga,Away,Huesca,0,1,L
2021-05-16,La Liga,Home,Real Madrid,0,1,L
2021-05-22,La Liga,Away,Elche,0,2,L
