Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-13,La Liga,Away,Barcelona,0,0,D
2022-08-19,La Liga,Away,Espanyol,2,0,W
2022-08-27,La Liga,Home,Mallorca,0,2,L
2022-09-04,La Liga,Away,Osasuna,1,2,L
2022-09-10,La Liga,Home,Valencia,2,1,W
2022-09-17,La Liga,Away,Athletic Club,2,3,L
2022-10-03,La Liga,Home,Elche,2,1,W
2022-10-08,La Liga,Away,Almería,1,3,L
2022-10-14,La Liga,Home,Getafe,0,0,D
2022-10-18,La Liga,Away,Atlético Madrid,1,1,D
2022-10-22,La Liga,Home,Cádiz,5,1,W
2022-10-29,La Liga,Away,Sevilla,1,0,W
2022-11-07,La Liga,Home,Real Madrid,3,2,W
2022-11-10,La Liga,Home,Celta Vigo,0,0,D
2022-12-29,La Liga,Away,Girona,2,2,D
2023-01-08,La Liga,Home,Betis,1,2,L
2023-01-14,La Liga,Away,Valladolid,1,0,W
2023-01-21,La Liga,Home,Real Sociedad,0,2,L
2023-01-30,La Liga,Away,Villarreal,1,0,W
2023-02-06,La Liga,Home,Almería,2,0,W
2023-02-12,La Liga,Away,Getafe,1,1,D
2023-02-19,La Liga,Home,Sevilla,1,1,D
2023-02-25,La Liga,Away,Cádiz,0,1,L
2023-03-05,La Liga,Home,Athletic Club,0,0,D
2023-03-11,La Liga,Away,Celta Vigo,0,3,L
2023-03-18,La Liga,Home,Girona,2,2,D
2023-04-03,La Liga,Away,Valencia,1,1,D
2023-04-09,La Liga,Home,Atlético Madrid,1,2,L
2023-04-14,La Liga,Home,Osasuna,2,1,W
2023-04-22,La Liga,Away,Real Sociedad,1,2,L
2023-04-26,La Liga,Home,Barcelona,2,1,W
2023-04-29,La Liga,Away,Elche,0,4,L
2023-05-04,La Liga,Home,Valladolid,2,1,W
2023-05-15,La Liga,Away,Betis,1,3,L
2023-05-21,La Liga,Home,Espanyol,1,2,L
2023-05-24,La Liga,Away,Real Madrid,1,2,L
2023-05-28,La Liga,Home,Villarreal,2,1,W
2023-06-04,La Liga,Away,Mallorca,0,3,L
