Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-13,La Liga,Home,Rayo Vallecano,0,0,D
2022-08-21,La Liga,Away,Real Sociedad,4,1,W
2022-08-28,La Liga,Home,Valladolid,4,0,W
2022-09-03,La Liga,Away,Sevilla,3,0,W
2022-09-10,La Liga,Away,Cádiz,4,0,W
2022-09-17,La Liga,Home,Elche,3,0,W
2022-10-01,La Liga,Away,Mallorca,1,0,W
2022-10-09,La Liga,Home,Celta Vigo,1,0,W
2022-10-16,La Liga,Away,Real Madrid,1,3,L
2022-10-20,La Liga,Home,Villarreal,3,0,W
2022-10-23,La Liga,Home,Athletic Club,4,0,W
2022-10-29,La Liga,Away,Valencia,1,0,W
2022-11-05,La Liga,Home,Almería,2,0,W
2022-11-08,La Liga,Away,Osasuna,2,1,W
2022-12-31,La Liga,Home,Espanyol,1,1,D
2023-01-08,La Liga,Away,Atlético Madrid,1,0,W
2023-01-22,La Liga,Home,Getafe,1,0,W
2023-01-28,La Liga,Away,Girona,1,0,W
2023-02-01,La Liga,Away,Betis,2,1,W
2023-02-05,La Liga,Home,Sevilla,3,0,W
2023-02-12,La Liga,Away,Villarreal,1,0,W
2023-02-19,La Liga,Home,Cádiz,2,0,W
2023-02-26,La Liga,Away,Almería,0,1,L
2023-03-05,La Liga,Home,Valencia,1,0,W
2023-03-12,La Liga,Away,Athletic Club,1,0,W
2023-03-19,La Liga,Home,Real Madrid,2,1,W
2023-04-01,La Liga,Away,Elche,4,0,W
2023-04-10,La Liga,Home,Girona,0,0,D
2023-04-16,La Liga,Away,Getafe,0,0,D
2023-04-23,La Liga,Home,Atlético Madrid,1,0,W
2023-04-26,La Liga,Away,Rayo Vallecano,1,2,L
2023-04-29,La Liga,Home,Betis,4,0,W
2023-05-02,La Liga,Home,Osasuna,1,0,W
2023-05-14,La Liga,Away,Espanyol,4,2,W
2023-05-20,La Liga,Home,Real Sociedad,1,2,L
2023-05-23,La Liga,Away,Valladolid,1,3,L
2023-05-28,La Liga,Home,Mallorca,3,0,W
2023-06-04,La Liga,Away,Celta Vigo,1,2,L
