Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-12,La Liga,Home,Osasuna,0,2,L
2020-09-20,La Liga,Away,Huesca,2,0,W
2020-09-27,La Liga,Home,Sevilla,1,3,L
2020-10-01,La Liga,Away,Athletic Club,1,0,W
2020-10-04,La Liga,Home,Granada,1,1,D
2020-10-17,La Liga,Away,Real Madrid,1,0,W
2020-10-25,La Liga,Home,Villarreal,0,0,D
2020-10-30,La Liga,Away,Eibar,2,0,W
2020-11-07,La Liga,Away,Atlético Madrid,0,4,L
2020-11-22,La Liga,Home,Real Sociedad,0,1,L
2020-11-28,La Liga,Away,Elche,1,1,D
2020-12-05,La Liga,Home,Barcelona,2,1,W
2020-12-14,La Liga,Away,Celta Vigo,0,4,L
2020-12-20,La Liga,Home,Getafe,0,2,L
2020-12-23,La Liga,Away,Betis,0,1,L
2020-12-29,La Liga,Home,Valladolid,0,0,D
2021-01-04,La Liga,Away,Valencia,1,1,D
2021-01-10,La Liga,Home,Alavés,3,1,W
2021-01-19,La Liga,Home,Levante,2,2,D
2021-01-23,La Liga,Away,Sevilla,0,3,L
2021-01-31,La Liga,Home,Atlético Madrid,2,4,L
2021-02-07,La Liga,Away,Real Sociedad,1,4,L
2021-02-15,La Liga,Home,Athletic Club,0,4,L
2021-02-21,La Liga,Away,Barcelona,1,1,D
2021-02-28,La Liga,Home,Betis,0,1,L
2021-03-06,La Liga,Home,Eibar,1,0,W
2021-03-13,La Liga,Away,Alavés,1,1,D
2021-03-21,La Liga,Away,Villarreal,1,2,L
2021-04-04,La Liga,Home,Valencia,2,1,W
2021-04-10,La Liga,Away,Getafe,1,0,W
2021-04-18,La Liga,Home,Celta Vigo,0,0,D
2021-04-21,La Liga,Home,Real Madrid,0,3,L
2021-04-24,La Liga,Away,Valladolid,1,1,D
2021-05-02,La Liga,Away,Granada,1,0,W
2021-05-08,La Liga,Home,Huesca,2,1,W
2021-05-11,La Liga,Away,Osasuna,2,3,L
2021-05-16,La Liga,Home,Elche,1,3,L
2021-05-21,La Liga,Away,Levante,2,2,D
