Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-08-13,17:00,La Liga,Matchweek 1,Sat,Away,D,2,2,Celta Vigo,1.1,0.4,40,13859,Leandro Cabrera,4-3-3,4-1-3-2,Miguel Ángel Ortiz Arias,Match Report,
2022-08-19,20:00,La Liga,Matchweek 2,Fri,Home,L,0,2,Rayo Vallecano,0.8,1.4,54,16071,Leandro Cabrera,4-3-3,4-2-3-1,Jorge Figueroa,Match Report,
2022-08-28,22:00,La Liga,Matchweek 3,Sun,Home,L,1,3,Real Madrid,1.3,2.1,36,25778,Leandro Cabrera,4-1-4-1,4-3-3,Mario Melero,Match Report,
2022-09-04,16:15,La Liga,Matchweek 4,Sun,Away,W,1,0,Athletic Club,0.6,1.2,34,41574,Leandro Cabrera,4-3-3,4-2-3-1,Juan Martínez,Match Report,
2022-09-10,16:15,La Liga,Matchweek 5,Sat,Home,L,2,3,Sevilla,2.5,2.0,58,20135,Leandro Cabrera,4-2-3-1,4-2-3-1,Guillermo Cuadra,Match Report,
2022-09-18,18:30,La Liga,Matchweek 6,Sun,Away,L,1,2,Real Sociedad,0.8,1.9,38,31511,Sergi Darder,5-3-2,4-1-3-2,Carlos del Cerro,Match Report,
2022-10-02,14:00,La Liga,Matchweek 7,Sun,Home,D,2,2,Valencia,0.8,1.1,38,19766,Sergi Darder,4-2-3-1,4-3-3,Valentín Pizarro,Match Report,
2022-10-09,16:15,La Liga,Matchweek 8,Sun,Away,D,2,2,Cádiz,1.3,1.3,46,16572,Sergi Darder,4-2-3-1,4-4-2,Alejandro Hernández,Match Report,
2022-10-16,18:30,La Liga,Matchweek 9,Sun,Home,W,1,0,Valladolid,1.3,0.7,49,17770,Sergi Darder,4-1-3-2,4-3-3,Antonio Matéu Lahoz,Match Report,
2022-10-20,20:00,La Liga,Matchweek 10,Thu,Away,L,0,1,Osasuna,1.0,1.0,36,17832,Sergi Darder,4-4-2,4-1-4-1,Mario Melero,Match Report,
2022-10-23,14:00,La Liga,Matchweek 11,Sun,Home,D,2,2,Elche,2.2,0.5,41,17560,Sergi Darder,4-3-3,5-3-2,José Luis Munuera,Match Report,
2022-10-28,21:00,La Liga,Matchweek 12,Fri,Away,D,1,1,Mallorca,0.3,1.4,48,13982,Sergi Darder,4-3-3,5-4-1,Isidro Díaz de Mera,Match Report,
2022-11-06,14:00,La Liga,Matchweek 13,Sun,Away,D,1,1,Atlético Madrid,0.7,1.9,33,50007,Sergi Darder,4-2-3-1,4-4-2,Juan Pulido,Match Report,
2022-11-09,20:00,La Liga,Matchweek 14,Wed,Home,L,0,1,Villarreal,1.1,0.7,44,17400,Sergi Darder,4-2-3-1,4-3-3,Javier Villanueva,Match Report,
2022-11-12,21:00,Copa del Rey,First round,Sat,Away,W,3,0,CD Rincón,,,67,7912,Leandro Cabrera,4-2-3-1,4-4-1-1,Valentín Pizarro,Match Report,
2022-12-20,21:00,Copa del Rey,Second round,Tue,Away,W,1,0,Club Deportivo Atlético Paso,,,64,5000,Joselu,4-4-2,3-4-3,César Soto,Match Report,
2022-12-31,14:00,La Liga,Matchweek 15,Sat,Away,D,1,1,Barcelona,0.9,2.2,23,88095,Sergi Darder,4-2-3-1,4-3-3,Antonio Matéu,Match Report,
2023-01-03,19:00,Copa del Rey,Round of 32,Tue,Home,W,3,1,Celta Vigo,,,47,20050,Javi Puado,4-2-3-1,4-2-3-1,Juan Martínez,Match Report,Required Extra Time
