Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-19,La Liga,Home,Osasuna,1,0,W
2020-09-26,La Liga,Away,Alavés,0,0,D
2020-09-29,La Liga,Home,Betis,3,0,W
2020-10-03,La Liga,Away,Real Sociedad,0,3,L
2020-10-17,La Liga,Home,Barcelona,1,0,W
2020-10-25,La Liga,Home,Granada,0,1,L
2020-11-01,La Liga,Away,Valencia,2,2,D
2020-11-08,La Liga,Home,Villarreal,1,3,L
2020-11-22,La Liga,Away,Eibar,0,0,D
2020-11-29,La Liga,Home,Athletic Club,1,1,D
2020-12-05,La Liga,Away,Levante,0,3,L
2020-12-12,La Liga,Home,Sevilla,0,1,L
2020-12-20,La Liga,Away,Cádiz,2,0,W
2020-12-23,La Liga,Home,Celta Vigo,1,1,D
2020-12-30,La Liga,Away,Atlético Madrid,0,1,L
2021-01-02,La Liga,Home,Valladolid,0,1,L
2021-01-11,La Liga,Away,Elche,3,1,W
2021-01-20,La Liga,Home,Huesca,1,0,W
2021-01-25,La Liga,Away,Athletic Club,1,5,L
2021-01-31,La Liga,Home,Alavés,0,0,D
2021-02-06,La Liga,Away,Sevilla,0,3,L
2021-02-09,La Liga,Away,Real Madrid,0,2,L
2021-02-14,La Liga,Home,Real Sociedad,0,1,L
2021-02-19,La Liga,Away,Betis,0,1,L
2021-02-27,La Liga,Home,Valencia,3,0,W
2021-03-06,La Liga,Away,Valladolid,1,2,L
2021-03-13,La Liga,Home,Atlético Madrid,0,0,D
2021-03-21,La Liga,Home,Elche,1,1,D
2021-04-03,La Liga,Away,Osasuna,0,0,D
2021-04-10,La Liga,Home,Cádiz,0,1,L
2021-04-18,La Liga,Home,Real Madrid,0,0,D
2021-04-22,La Liga,Away,Barcelona,2,5,L
2021-04-25,La Liga,Away,Huesca,2,0,W
2021-05-02,La Liga,Away,Villarreal,0,1,L
2021-05-09,La Liga,Home,Eibar,0,1,L
2021-05-12,La Liga,Away,Celta Vigo,0,1,L
2021-05-16,La Liga,Home,Levante,2,1,W
2021-05-23,La Liga,Away,Granada,0,0,D
