Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-13,La Liga,Away,Valencia,2,4,L
2020-09-27,La Liga,Away,Osasuna,3,1,W
2020-10-01,La Liga,Away,Sevilla,0,1,L
2020-10-04,La Liga,Home,Real Madrid,0,2,L
2020-10-18,La Liga,Away,Athletic Club,0,2,L
2020-10-26,La Liga,Home,Celta Vigo,1,1,D
2020-11-01,La Liga,Away,Granada,1,1,D
2020-11-08,La Liga,Home,Alavés,1,1,D
2020-11-21,La Liga,Home,Elche,1,1,D
2020-11-27,La Liga,Away,Valladolid,1,1,D
2020-12-05,La Liga,Home,Getafe,3,0,W
2020-12-13,La Liga,Away,Barcelona,0,1,L
2020-12-19,La Liga,Home,Real Sociedad,2,1,W
2020-12-22,La Liga,Away,Huesca,1,1,D
2020-12-29,La Liga,Home,Betis,4,3,W
2021-01-02,La Liga,Away,Villarreal,1,2,L
2021-01-10,La Liga,Home,Eibar,2,1,W
2021-01-19,La Liga,Away,Cádiz,2,2,D
2021-01-22,La Liga,Home,Valladolid,2,2,D
2021-01-30,La Liga,Away,Real Madrid,2,1,W
2021-02-06,La Liga,Home,Granada,2,2,D
2021-02-14,La Liga,Home,Osasuna,0,1,L
2021-02-17,La Liga,Home,Atlético Madrid,1,1,D
2021-02-20,La Liga,Away,Atlético Madrid,2,0,W
2021-02-26,La Liga,Home,Athletic Club,1,1,D
2021-03-07,La Liga,Away,Real Sociedad,0,1,L
2021-03-12,La Liga,Home,Valencia,1,0,W
2021-03-19,La Liga,Away,Betis,0,2,L
2021-04-02,La Liga,Home,Huesca,0,2,L
2021-04-10,La Liga,Away,Eibar,1,0,W
2021-04-18,La Liga,Home,Villarreal,1,5,L
2021-04-21,La Liga,Home,Sevilla,0,1,L
2021-04-24,La Liga,Away,Elche,0,1,L
2021-04-30,La Liga,Away,Celta Vigo,0,2,L
2021-05-08,La Liga,Away,Alavés,2,2,D
2021-05-11,La Liga,Home,Barcelona,3,3,D
2021-05-16,La Liga,Away,Getafe,1,2,L
2021-05-21,La Liga,Home,Cádiz,2,2,D
