Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Ligue 1,Home,Nantes,0,0,D
2024-08-25,Ligue 1,Away,Nice,1,1,D
2024-08-31,Ligue 1,Home,Marseille,1,3,L
2024-09-15,Ligue 1,Home,Le Havre,2,0,W
2024-09-22,Ligue 1,Away,Brest,0,2,L
2024-09-29,Ligue 1,Home,Lyon,1,2,L
2024-10-05,Ligue 1,Away,Lille,1,2,L
2024-10-20,Ligue 1,Home,Angers,1,1,D
2024-10-27,Ligue 1,Away,Montpellier,3,0,W
2024-11-03,Ligue 1,Home,Reims,1,0,W
2024-11-10,Ligue 1,Away,Rennes,2,0,W
2024-11-22,Ligue 1,Away,Paris S-G,0,3,L
2024-12-01,Ligue 1,Home,Auxerre,2,0,W
2024-12-07,Ligue 1,Away,Monaco,0,2,L
2024-12-13,Ligue 1,Home,Saint-Étienne,2,1,W
2025-01-05,Ligue 1,Away,Lens,1,0,W
2025-01-12,Ligue 1,Home,Strasbourg,1,2,L
2025-01-18,Ligue 1,Away,Lyon,0,0,D
2025-01-26,Ligue 1,Home,Montpellier,1,2,L
2025-02-02,Ligue 1,Home,Nice,1,1,D
2025-02-09,Ligue 1,Away,Auxerre,2,2,D
2025-02-15,Ligue 1,Home,Paris S-G,0,1,L
2025-02-23,Ligue 1,Away,Le Havre,4,1,W
2025-03-02,Ligue 1,Away,Angers,4,0,W
2025-03-07,Ligue 1,Home,Monaco,1,1,D
2025-03-16,Ligue 1,Away,Strasbourg,1,2,L
2025-03-30,Ligue 1,Home,Brest,2,4,L
2025-04-06,Ligue 1,Away,Marseille,2,3,L
2025-04-12,Ligue 1,Home,Lille,1,2,L
2025-04-20,Ligue 1,Away,Reims,0,1,L
2025-04-27,Ligue 1,Away,Nantes,0,0,D
2025-05-03,Ligue 1,Home,Rennes,2,1,W
2025-05-10,Ligue 1,Home,Lens,1,1,D
2025-05-17,Ligue 1,Away,Saint-Étienne,3,2,W
