Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-17,Ligue 1,Away,Reims,2,0,W
2024-08-24,Ligue 1,Home,Angers,2,0,W
2024-09-01,Ligue 1,Home,Paris S-G,1,3,L
2024-09-13,Ligue 1,Away,Saint-Étienne,0,1,L
2024-09-21,Ligue 1,Home,Strasbourg,3,3,D
2024-09-28,Ligue 1,Away,Le Havre,3,0,W
2024-10-05,Ligue 1,Home,Toulouse,2,1,W
2024-10-18,Ligue 1,Away,Monaco,0,0,D
2024-10-26,Ligue 1,Away,Lens,2,0,W
2024-11-01,Ligue 1,Home,Lyon,1,1,D
2024-11-10,Ligue 1,Away,Nice,2,2,D
2024-11-24,Ligue 1,Home,Rennes,1,0,W
2024-12-01,Ligue 1,Away,Montpellier,2,2,D
2024-12-06,Ligue 1,Home,Brest,3,1,W
2024-12-14,Ligue 1,Away,Marseille,1,1,D
2025-01-04,Ligue 1,Home,Nantes,1,1,D
2025-01-10,Ligue 1,Away,Auxerre,0,0,D
2025-01-17,Ligue 1,Home,Nice,2,1,W
2025-01-25,Ligue 1,Away,Strasbourg,1,2,L
2025-02-01,Ligue 1,Home,Saint-Étienne,4,1,W
2025-02-08,Ligue 1,Home,Le Havre,1,2,L
2025-02-16,Ligue 1,Away,Rennes,2,0,W
2025-02-22,Ligue 1,Home,Monaco,2,1,W
2025-03-01,Ligue 1,Away,Paris S-G,1,4,L
2025-03-08,Ligue 1,Home,Montpellier,1,0,W
2025-03-15,Ligue 1,Away,Nantes,0,1,L
2025-03-30,Ligue 1,Home,Lens,1,0,W
2025-04-05,Ligue 1,Away,Lyon,1,2,L
2025-04-12,Ligue 1,Away,Toulouse,2,1,W
2025-04-20,Ligue 1,Home,Auxerre,3,1,W
2025-04-27,Ligue 1,Away,Angers,2,0,W
2025-05-04,Ligue 1,Home,Marseille,1,1,D
2025-05-10,Ligue 1,Away,Brest,0,2,L
2025-05-17,Ligue 1,Home,Reims,2,1,W
