Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Ligue 1,Home,Metz,5,1,W
2023-08-20,Ligue 1,Away,Lens,1,1,D
2023-08-27,Ligue 1,Home,Le Havre,2,2,D
2023-09-02,Ligue 1,Away,Brest,0,0,D
2023-09-16,Ligue 1,Home,Lille,2,2,D
2023-09-24,Ligue 1,Away,Montpellier,0,0,D
2023-10-01,Ligue 1,Home,Nantes,3,1,W
2023-10-08,Ligue 1,Home,Paris S-G,1,3,L
2023-10-22,Ligue 1,Away,Lorient,1,2,L
2023-10-29,Ligue 1,Home,Strasbourg,1,1,D
2023-11-05,Ligue 1,Away,Nice,0,2,L
2023-11-12,Ligue 1,Home,Lyon,0,1,L
2023-11-26,Ligue 1,Home,Reims,3,1,W
2023-12-03,Ligue 1,Away,Marseille,0,2,L
2023-12-09,Ligue 1,Home,Monaco,1,2,L
2023-12-17,Ligue 1,Away,Toulouse,0,0,D
2023-12-20,Ligue 1,Away,Clermont Foot,3,1,W
2024-01-13,Ligue 1,Home,Nice,2,0,W
2024-01-26,Ligue 1,Away,Lyon,3,2,W
2024-02-03,Ligue 1,Home,Montpellier,2,1,W
2024-02-11,Ligue 1,Away,Le Havre,1,0,W
2024-02-18,Ligue 1,Home,Clermont Foot,3,1,W
2024-02-25,Ligue 1,Away,Paris S-G,1,1,D
2024-03-03,Ligue 1,Home,Lorient,1,2,L
2024-03-10,Ligue 1,Away,Lille,2,2,D
2024-03-17,Ligue 1,Home,Marseille,2,0,W
2024-03-31,Ligue 1,Away,Strasbourg,0,2,L
2024-04-07,Ligue 1,Away,Monaco,0,1,L
2024-04-13,Ligue 1,Home,Toulouse,1,2,L
2024-04-20,Ligue 1,Away,Nantes,3,0,W
2024-04-28,Ligue 1,Home,Brest,4,5,L
2024-05-04,Ligue 1,Away,Metz,3,2,W
2024-05-12,Ligue 1,Home,Lens,1,1,D
2024-05-19,Ligue 1,Away,Reims,1,2,L
