Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-05,Ligue 1,Away,Lyon,1,2,L
2022-08-14,Ligue 1,Home,Lens,0,0,D
2022-08-21,Ligue 1,Away,Rennes,1,2,L
2022-08-26,Ligue 1,Home,Lille,1,3,L
2022-08-31,Ligue 1,Away,Montpellier,0,2,L
2022-09-04,Ligue 1,Home,Lorient,0,1,L
2022-09-11,Ligue 1,Home,Nice,0,1,L
2022-09-18,Ligue 1,Away,Brest,1,0,W
2022-10-02,Ligue 1,Home,Clermont Foot,1,3,L
2022-10-08,Ligue 1,Away,Marseille,2,1,W
2022-10-16,Ligue 1,Away,Troyes,1,1,D
2022-10-21,Ligue 1,Home,Paris S-G,0,3,L
2022-10-30,Ligue 1,Away,Auxerre,0,1,L
2022-11-05,Ligue 1,Home,Strasbourg,4,2,W
2022-11-13,Ligue 1,Away,Nantes,2,2,D
2022-12-28,Ligue 1,Home,Angers,1,0,W
2023-01-01,Ligue 1,Away,Toulouse,0,2,L
2023-01-11,Ligue 1,Home,Reims,0,1,L
2023-01-15,Ligue 1,Away,Monaco,1,7,L
2023-01-29,Ligue 1,Home,Lyon,0,2,L
2023-02-01,Ligue 1,Away,Angers,2,1,W
2023-02-05,Ligue 1,Home,Nantes,0,2,L
2023-02-10,Ligue 1,Away,Nice,0,3,L
2023-02-19,Ligue 1,Away,Lorient,0,3,L
2023-02-26,Ligue 1,Home,Troyes,2,1,W
2023-03-05,Ligue 1,Away,Reims,0,1,L
2023-03-12,Ligue 1,Home,Montpellier,0,1,L
2023-03-19,Ligue 1,Home,Monaco,0,2,L
2023-04-02,Ligue 1,Away,Clermont Foot,1,2,L
2023-04-09,Ligue 1,Home,Auxerre,0,3,L
2023-04-16,Ligue 1,Away,Strasbourg,1,3,L
2023-04-23,Ligue 1,Home,Brest,0,0,D
2023-04-29,Ligue 1,Away,Lille,0,3,L
2023-05-07,Ligue 1,Home,Toulouse,0,0,D
2023-05-13,Ligue 1,Away,Paris S-G,0,5,L
2023-05-21,Ligue 1,Home,Rennes,0,5,L
2023-05-27,Ligue 1,Away,Lens,0,3,L
2023-06-03,Ligue 1,Home,Marseille,1,0,W
