Date,Comp,venue,opponent,goals_for,goals_against,result
2020-08-28,Ligue 1,Home,Dijon,4,1,W
2020-09-11,Ligue 1,Away,Bordeaux,0,0,D
2020-09-15,Ligue 1,Away,Montpellier,1,2,L
2020-09-18,Ligue 1,Home,Nîmes,0,0,D
2020-09-27,Ligue 1,Away,Lorient,1,1,D
2020-10-04,Ligue 1,Home,Marseille,1,1,D
2020-10-18,Ligue 1,Away,Strasbourg,3,2,W
2020-10-25,Ligue 1,Home,Monaco,4,1,W
2020-11-01,Ligue 1,Away,Lille,1,1,D
2020-11-08,Ligue 1,Home,Saint-Étienne,2,1,W
2020-11-22,Ligue 1,Away,Angers,1,0,W
2020-11-29,Ligue 1,Home,Reims,3,0,W
2020-12-06,Ligue 1,Away,Metz,3,1,W
2020-12-13,Ligue 1,Away,Paris S-G,1,0,W
2020-12-16,Ligue 1,Home,Brest,2,2,D
2020-12-19,Ligue 1,Away,Nice,4,1,W
2020-12-23,Ligue 1,Home,Nantes,3,0,W
2021-01-06,Ligue 1,Home,Lens,3,2,W
2021-01-09,Ligue 1,Away,Rennes,2,2,D
2021-01-17,Ligue 1,Home,Metz,0,1,L
2021-01-24,Ligue 1,Away,Saint-Étienne,5,0,W
2021-01-29,Ligue 1,Home,Bordeaux,2,1,W
2021-02-03,Ligue 1,Away,Dijon,1,0,W
2021-02-06,Ligue 1,Home,Strasbourg,3,0,W
2021-02-13,Ligue 1,Home,Montpellier,1,2,L
2021-02-19,Ligue 1,Away,Brest,3,2,W
2021-02-28,Ligue 1,Away,Marseille,1,1,D
2021-03-03,Ligue 1,Home,Rennes,1,0,W
2021-03-12,Ligue 1,Away,Reims,1,1,D
2021-03-21,Ligue 1,Home,Paris S-G,2,4,L
2021-04-03,Ligue 1,Away,Lens,1,1,D
2021-04-11,Ligue 1,Home,Angers,3,0,W
2021-04-18,Ligue 1,Away,Nantes,2,1,W
2021-04-25,Ligue 1,Home,Lille,2,3,L
2021-05-02,Ligue 1,Away,Monaco,3,2,W
2021-05-08,Ligue 1,Home,Lorient,4,1,W
2021-05-16,Ligue 1,Away,Nîmes,5,2,W
2021-05-23,Ligue 1,Home,Nice,2,3,L
