Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
1,Paris S-G,17,14,2,1,45,16,29,44,2.59,48.1,16.1,32.1,1.89,17,12,4,1,47,19,28,40,2.35,40.7,15.1,25.6,1.51
2,Marseille,17,10,4,3,41,23,18,34,2.0,38.5,20.8,17.6,1.04,17,10,1,6,33,24,9,31,1.82,25.3,24.4,0.9,0.05
3,Monaco,17,12,3,2,38,16,22,39,2.29,40.4,15.5,24.9,1.47,17,6,4,7,25,25,0,22,1.29,32.4,19.3,13.1,0.77
4,Nice,17,11,4,2,38,15,23,37,2.18,35.4,15.4,20.0,1.18,17,6,5,6,28,26,2,23,1.35,26.2,24.8,1.4,0.08
5,Lille,17,11,4,2,31,18,13,37,2.18,27.3,22.3,5.1,0.3,17,6,5,6,21,18,3,23,1.35,27.4,20.2,7.1,0.42
6,Lyon,17,11,2,4,37,21,16,35,2.06,35.8,22.3,13.5,0.8,17,6,4,7,28,25,3,22,1.29,24.5,23.4,1.1,0.06
7,Strasbourg,17,10,5,2,33,20,13,35,2.06,24.6,26.3,-1.7,-0.1,17,6,4,7,23,24,-1,22,1.29,24.7,29.9,-5.1,-0.3
8,Lens,17,7,2,8,19,22,-3,23,1.35,28.9,21.7,7.2,0.42,17,8,5,4,23,17,6,29,1.71,22.8,23.5,-0.7,-0.04
9,Brest,17,10,3,4,31,21,10,33,1.94,24.7,25.0,-0.3,-0.02,17,5,2,10,21,38,-17,17,1.0,20.7,32.4,-11.7,-0.69
10,Toulouse,17,5,5,7,20,22,-2,20,1.18,21.3,18.4,3.0,0.17,17,6,4,7,24,21,3,22,1.29,27.8,18.4,9.4,0.55
11,Auxerre,17,7,6,4,24,17,7,27,1.59,22.1,23.0,-0.9,-0.05,17,4,3,10,24,34,-10,15,0.88,18.9,35.6,-16.7,-0.98
12,Rennes,17,9,1,7,25,17,8,28,1.65,24.9,19.2,5.7,0.33,17,4,1,12,26,33,-7,13,0.76,23.7,26.8,-3.1,-0.18
13,Nantes,17,5,6,6,19,18,1,21,1.24,22.2,21.0,1.2,0.07,17,3,6,8,20,34,-14,15,0.88,17.0,34.6,-17.6,-1.04
14,Angers,17,5,2,10,18,33,-15,17,1.0,17.5,30.1,-12.6,-0.74,17,5,4,8,14,20,-6,19,1.12,18.5,27.7,-9.2,-0.54
15,Le Havre,17,3,2,12,15,41,-26,11,0.65,20.5,34.9,-14.5,-0.85,17,7,2,8,25,30,-5,23,1.35,20.9,27.9,-7.0,-0.41
16,Reims,17,4,4,9,17,25,-8,16,0.94,19.4,25.6,-6.2,-0.37,17,4,5,8,16,22,-6,17,1.0,18.0,31.7,-13.7,-0.81
17,Saint-Étienne,17,6,3,8,24,33,-9,21,1.24,21.5,31.0,-9.5,-0.56,17,2,3,12,15,44,-29,9,0.53,14.9,43.3,-28.4,-1.77
18,Montpellier,17,3,4,10,17,41,-24,13,0.76,21.2,28.0,-6.7,-0.42,17,1,0,16,6,38,-32,3,0.18,12.2,35.4,-23.1,-1.36
