Date,Comp,venue,opponent,goals_for,goals_against,result
2022-08-07,Ligue 1,Away,Marseille,1,4,L
2022-08-14,Ligue 1,Home,Clermont Foot,2,4,L
2022-08-21,Ligue 1,Away,Strasbourg,1,1,D
2022-08-28,Ligue 1,Home,Lyon,1,1,D
2022-08-31,Ligue 1,Away,Angers,4,2,W
2022-09-04,Ligue 1,Home,Lens,1,1,D
2022-09-11,Ligue 1,Away,Toulouse,0,1,L
2022-09-18,Ligue 1,Home,Monaco,0,3,L
2022-10-02,Ligue 1,Away,Troyes,2,2,D
2022-10-08,Ligue 1,Home,Paris S-G,0,0,D
2022-10-15,Ligue 1,Away,Lorient,0,0,D
2022-10-23,Ligue 1,Home,Auxerre,2,1,W
2022-10-30,Ligue 1,Away,Brest,0,0,D
2022-11-06,Ligue 1,Home,Nantes,1,0,W
2022-11-13,Ligue 1,Away,Montpellier,1,1,D
2022-12-29,Ligue 1,Home,Rennes,3,1,W
2023-01-02,Ligue 1,Away,Lille,1,1,D
2023-01-11,Ligue 1,Away,Ajaccio,1,0,W
2023-01-15,Ligue 1,Home,Nice,0,0,D
2023-01-29,Ligue 1,Away,Paris S-G,1,1,D
2023-02-01,Ligue 1,Home,Lorient,4,2,W
2023-02-05,Ligue 1,Away,Auxerre,0,0,D
2023-02-12,Ligue 1,Home,Troyes,4,0,W
2023-02-18,Ligue 1,Away,Nice,0,0,D
2023-02-26,Ligue 1,Home,Toulouse,3,0,W
2023-03-05,Ligue 1,Home,Ajaccio,1,0,W
2023-03-12,Ligue 1,Away,Monaco,1,0,W
2023-03-19,Ligue 1,Home,Marseille,1,2,L
2023-04-02,Ligue 1,Away,Nantes,3,0,W
2023-04-09,Ligue 1,Home,Brest,1,1,D
2023-04-15,Ligue 1,Away,Rennes,0,3,L
2023-04-23,Ligue 1,Home,Strasbourg,0,2,L
2023-04-30,Ligue 1,Away,Clermont Foot,0,1,L
2023-05-06,Ligue 1,Home,Lille,1,0,W
2023-05-12,Ligue 1,Away,Lens,1,2,L
2023-05-21,Ligue 1,Home,Angers,2,2,D
2023-05-27,Ligue 1,Away,Lyon,0,3,L
2023-06-03,Ligue 1,Home,Montpellier,1,3,L
