Date,Comp,venue,opponent,goals_for,goals_against,result
2020-09-10,Ligue 1,Away,Lens,0,1,L
2020-09-13,Ligue 1,Home,Marseille,0,1,L
2020-09-16,Ligue 1,Home,Metz,1,0,W
2020-09-20,Ligue 1,Away,Nice,3,0,W
2020-09-27,Ligue 1,Away,Reims,2,0,W
2020-10-02,Ligue 1,Home,Angers,6,1,W
2020-10-16,Ligue 1,Away,Nîmes,4,0,W
2020-10-24,Ligue 1,Home,Dijon,4,0,W
2020-10-31,Ligue 1,Away,Nantes,3,0,W
2020-11-07,Ligue 1,Home,Rennes,3,0,W
2020-11-20,Ligue 1,Away,Monaco,2,3,L
2020-11-28,Ligue 1,Home,Bordeaux,2,2,D
2020-12-05,Ligue 1,Away,Montpellier,3,1,W
2020-12-13,Ligue 1,Home,Lyon,0,1,L
2020-12-16,Ligue 1,Home,Lorient,2,0,W
2020-12-20,Ligue 1,Away,Lille,0,0,D
2020-12-23,Ligue 1,Home,Strasbourg,4,0,W
2021-01-06,Ligue 1,Away,Saint-Étienne,1,1,D
2021-01-09,Ligue 1,Home,Brest,3,0,W
2021-01-16,Ligue 1,Away,Angers,1,0,W
2021-01-22,Ligue 1,Home,Montpellier,4,0,W
2021-01-31,Ligue 1,Away,Lorient,2,3,L
2021-02-03,Ligue 1,Home,Nîmes,3,0,W
2021-02-07,Ligue 1,Away,Marseille,2,0,W
2021-02-13,Ligue 1,Home,Nice,2,1,W
2021-02-21,Ligue 1,Home,Monaco,0,2,L
2021-02-27,Ligue 1,Away,Dijon,4,0,W
2021-03-03,Ligue 1,Away,Bordeaux,1,0,W
2021-03-14,Ligue 1,Home,Nantes,1,2,L
2021-03-21,Ligue 1,Away,Lyon,4,2,W
2021-04-03,Ligue 1,Home,Lille,0,1,L
2021-04-10,Ligue 1,Away,Strasbourg,4,1,W
2021-04-18,Ligue 1,Home,Saint-Étienne,3,2,W
2021-04-24,Ligue 1,Away,Metz,3,1,W
2021-05-01,Ligue 1,Home,Lens,2,1,W
2021-05-09,Ligue 1,Away,Rennes,1,1,D
2021-05-16,Ligue 1,Home,Reims,4,0,W
2021-05-23,Ligue 1,Away,Brest,2,0,W
