Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Ligue 1,Away,Brest,2,3,L
2023-08-20,Ligue 1,Home,Rennes,1,1,D
2023-08-26,Ligue 1,Away,Paris S-G,1,3,L
2023-09-02,Ligue 1,Away,Monaco,0,3,L
2023-09-16,Ligue 1,Home,Metz,0,1,L
2023-09-24,Ligue 1,Home,Toulouse,2,1,W
2023-09-29,Ligue 1,Away,Strasbourg,1,0,W
2023-10-08,Ligue 1,Home,Lille,1,1,D
2023-10-20,Ligue 1,Away,Le Havre,0,0,D
2023-10-28,Ligue 1,Home,Nantes,4,0,W
2023-11-04,Ligue 1,Away,Lorient,0,0,D
2023-11-12,Ligue 1,Home,Marseille,1,0,W
2023-11-25,Ligue 1,Away,Clermont Foot,3,0,W
2023-12-02,Ligue 1,Home,Lyon,3,2,W
2023-12-08,Ligue 1,Away,Montpellier,0,0,D
2023-12-16,Ligue 1,Home,Reims,2,0,W
2023-12-20,Ligue 1,Away,Nice,0,2,L
2024-01-14,Ligue 1,Home,Paris S-G,0,2,L
2024-01-28,Ligue 1,Away,Toulouse,2,0,W
2024-02-03,Ligue 1,Away,Nantes,1,0,W
2024-02-10,Ligue 1,Home,Strasbourg,3,1,W
2024-02-18,Ligue 1,Away,Reims,1,1,D
2024-02-25,Ligue 1,Home,Monaco,2,3,L
2024-03-03,Ligue 1,Away,Lyon,3,0,W
2024-03-09,Ligue 1,Home,Brest,1,0,W
2024-03-16,Ligue 1,Home,Nice,1,3,L
2024-03-29,Ligue 1,Away,Lille,1,2,L
2024-04-06,Ligue 1,Home,Le Havre,1,1,D
2024-04-12,Ligue 1,Away,Metz,1,2,L
2024-04-20,Ligue 1,Home,Clermont Foot,1,0,W
2024-04-28,Ligue 1,Away,Marseille,1,2,L
2024-05-03,Ligue 1,Home,Lorient,2,0,W
2024-05-12,Ligue 1,Away,Rennes,1,1,D
2024-05-19,Ligue 1,Home,Montpellier,2,2,D
