Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Ligue 1,Away,Montpellier,2,2,D
2023-08-20,Ligue 1,Home,Brest,1,2,L
2023-08-27,Ligue 1,Away,Rennes,2,2,D
2023-09-03,Ligue 1,Home,Lorient,3,0,W
2023-09-17,Ligue 1,Away,Lyon,0,0,D
2023-09-24,Ligue 1,Home,Clermont Foot,2,1,W
2023-10-01,Ligue 1,Home,Lille,0,2,L
2023-10-08,Ligue 1,Away,Marseille,0,3,L
2023-10-20,Ligue 1,Home,Lens,0,0,D
2023-10-29,Ligue 1,Away,Metz,0,0,D
2023-11-05,Ligue 1,Away,Toulouse,2,1,W
2023-11-11,Ligue 1,Home,Monaco,0,0,D
2023-11-26,Ligue 1,Away,Nantes,0,0,D
2023-12-03,Ligue 1,Home,Paris S-G,0,2,L
2023-12-10,Ligue 1,Away,Strasbourg,1,2,L
2023-12-16,Ligue 1,Home,Nice,3,1,W
2023-12-20,Ligue 1,Away,Reims,0,1,L
2024-01-14,Ligue 1,Home,Lyon,3,1,W
2024-01-28,Ligue 1,Away,Lorient,3,3,D
2024-02-04,Ligue 1,Away,Monaco,1,1,D
2024-02-11,Ligue 1,Home,Rennes,0,1,L
2024-02-17,Ligue 1,Away,Lille,0,3,L
2024-02-25,Ligue 1,Home,Reims,1,2,L
2024-03-03,Ligue 1,Away,Brest,0,1,L
2024-03-10,Ligue 1,Home,Toulouse,1,0,W
2024-03-17,Ligue 1,Away,Clermont Foot,1,2,L
2024-03-31,Ligue 1,Home,Montpellier,0,2,L
2024-04-06,Ligue 1,Away,Lens,1,1,D
2024-04-14,Ligue 1,Home,Nantes,0,1,L
2024-04-21,Ligue 1,Home,Metz,0,1,L
2024-04-27,Ligue 1,Away,Paris S-G,3,3,D
2024-05-04,Ligue 1,Home,Strasbourg,3,1,W
2024-05-10,Ligue 1,Away,Nice,0,1,L
2024-05-19,Ligue 1,Home,Marseille,1,2,L
