Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-01,21:00,Trophée des Champions,Trophée des Champions,Sun,Neutral,W,1,0,Paris S-G,,,29,29000,José Fonte,4-4-2,4-3-3,Igal Frid,Match Report,
2021-08-08,17:00,Ligue 1,Matchweek 1,Sun,Away,D,3,3,Metz,1.3,0.9,61,15551,José Fonte,4-4-2,3-4-1-2,Eric Wattellier,Match Report,
2021-08-14,17:00,Ligue 1,Matchweek 2,Sat,Home,L,0,4,Nice,0.8,1.9,62,30144,José Fonte,4-4-2,4-4-2,Jérôme Brisard,Match Report,
2021-08-21,21:00,Ligue 1,Matchweek 3,Sat,Away,D,1,1,Saint-Étienne,1.0,0.5,52,20673,José Fonte,4-4-2,4-3-3,Mikael Lesage,Match Report,
2021-08-29,17:00,Ligue 1,Matchweek 4,Sun,Home,W,2,1,Montpellier,1.6,0.6,45,28859,José Fonte,4-4-2,4-2-3-1,Amaury Delerue,Match Report,
2021-09-10,21:00,Ligue 1,Matchweek 5,Fri,Away,L,1,2,Lorient,1.3,1.8,56,10271,José Fonte,4-4-2,5-3-2,Clément Turpin,Match Report,
2021-09-14,21:00,Champions Lg,Group stage,Tue,Home,D,0,0,de Wolfsburg,1.6,0.1,54,34314,José Fonte,4-4-2,4-2-3-1,Danny Makkelie,Match Report,
2021-09-18,17:00,Ligue 1,Matchweek 6,Sat,Away,L,0,1,Lens,0.7,0.6,54,36512,José Fonte,4-4-2,3-4-1-2,Benoît Millot,Match Report,
2021-09-22,19:00,Ligue 1,Matchweek 7,Wed,Home,W,2,1,Reims,0.7,1.3,53,32604,José Fonte,4-4-2,5-3-2,Johan Hamel,Match Report,
2021-09-25,19:00,Ligue 1,Matchweek 8,Sat,Away,W,2,1,Strasbourg,2.3,0.4,42,23762,José Fonte,4-4-2,5-3-2,François Letexier,Match Report,
2021-09-29,21:00,Champions Lg,Group stage,Wed,Away,L,1,2,at RB Salzburg,0.5,2.1,54,24207,José Fonte,4-4-2,4-3-1-2,Halil Umut Meler,Match Report,
2021-10-03,17:00,Ligue 1,Matchweek 9,Sun,Home,W,2,0,Marseille,3.0,0.4,37,44839,José Fonte,4-4-2,4-2-3-1,Jérémie Pignard,Match Report,
2021-10-16,17:00,Ligue 1,Matchweek 10,Sat,Away,L,0,1,Clermont Foot,0.9,0.3,57,11537,José Fonte,4-2-3-1,4-2-3-1,Eric Wattellier,Match Report,
2021-10-20,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,es Sevilla,0.8,1.1,39,34362,José Fonte,4-4-2,4-2-3-1,Michael Oliver,Match Report,
2021-10-23,21:00,Ligue 1,Matchweek 11,Sat,Home,D,1,1,Brest,1.7,1.2,64,32613,José Fonte,4-2-2-2,4-2-3-1,Clément Turpin,Match Report,
2021-10-29,21:00,Ligue 1,Matchweek 12,Fri,Away,L,1,2,Paris S-G,1.8,2.1,41,47874,José Fonte,4-4-2,4-3-3,Amaury Delerue,Match Report,
2021-11-02,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,es Sevilla,1.9,1.0,42,29369,José Fonte,4-4-2,4-2-3-1,István Kovács,Match Report,
2021-11-06,17:00,Ligue 1,Matchweek 13,Sat,Home,D,1,1,Angers,1.4,1.1,47,33305,José Fonte,4-4-2,3-4-1-2,François Letexier,Match Report,
2021-11-19,21:00,Ligue 1,Matchweek 14,Fri,Away,D,2,2,Monaco,2.2,1.1,46,3778,José Fonte,4-4-2,4-4-2,Willy Delajod,Match Report,
2021-11-23,21:00,Champions Lg,Group stage,Tue,Home,W,1,0,at RB Salzburg,0.7,0.5,47,33573,José Fonte,4-4-2,4-1-2-1-2,Anthony Taylor,Match Report,
2021-11-27,17:00,Ligue 1,Matchweek 15,Sat,Home,D,1,1,Nantes,1.2,0.5,59,30419,José Fonte,4-4-2,4-3-3,Johan Hamel,Match Report,
2021-12-01,21:00,Ligue 1,Matchweek 16,Wed,Away,W,2,1,Rennes,0.7,0.8,36,25392,José Fonte,4-4-2,4-4-2,Stéphanie Frappart,Match Report,
2021-12-04,19:00,Ligue 1,Matchweek 17,Sat,Home,W,2,1,Troyes,1.4,0.3,45,28286,José Fonte,4-4-2,3-5-1-1,Benoît Bastien,Match Report,
2021-12-08,21:00,Champions Lg,Group stage,Wed,Away,W,3,1,de Wolfsburg,2.5,0.7,44,6544,José Fonte,4-4-2,4-2-3-1,Daniele Orsato,Match Report,
2021-12-12,13:00,Ligue 1,Matchweek 18,Sun,Home,D,0,0,Lyon,1.5,0.4,50,40248,José Fonte,4-4-2,3-4-1-2,Amaury Delerue,Match Report,
2021-12-18,18:30,Coupe de France,Round of 64,Sat,Home,W,3,1,Auxerre,,,48,12093,José Fonte,4-4-2,4-1-4-1,Eric Wattellier,Match Report,
2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Away,W,3,2,Bordeaux,1.3,1.2,58,39967,José Fonte,4-4-2,4-2-3-1,Mikael Lesage,Match Report,
2022-01-04,21:00,Coupe de France,Round of 32,Tue,Away,D,2 (3),2 (4),Lens,,,42,4515,José Fonte,4-4-2,3-4-1-2,Willy Delajod,Match Report,Lens won on penalty kicks following extra time
2022-01-16,20:45,Ligue 1,Matchweek 21,Sun,Away,D,1,1,Marseille,0.7,1.7,23,5034,José Fonte,4-4-2,4-3-3,Amaury Delerue,Match Report,
2022-01-19,19:00,Ligue 1,Matchweek 20,Wed,Home,W,3,1,Lorient,1.7,1.1,55,4834,José Fonte,4-4-2,4-4-2,Florent Batta,Match Report,
2022-01-22,17:00,Ligue 1,Matchweek 22,Sat,Away,L,0,2,Brest,1.2,1.2,62,4358,José Fonte,4-4-2,4-4-2,Jérôme Brisard,Match Report,
2022-02-06,20:45,Ligue 1,Matchweek 23,Sun,Home,L,1,5,Paris S-G,1.0,3.9,41,48437,José Fonte,4-4-2,4-3-3,François Letexier,Match Report,
2022-02-12,17:00,Ligue 1,Matchweek 24,Sat,Away,W,1,0,Montpellier,1.3,1.0,44,11784,José Fonte,4-4-2,4-2-3-1,Stéphanie Frappart,Match Report,
2022-02-18,21:00,Ligue 1,Matchweek 25,Fri,Home,D,0,0,Metz,1.1,0.4,63,30384,José Fonte,4-4-2,5-4-1,Bastien Dechepy,Match Report,
2022-02-22,20:00,Champions Lg,Round of 16,Tue,Away,L,0,2,eng Chelsea,0.8,1.2,50,38832,José Fonte,4-2-3-1,3-4-3,Jesús Gil,Match Report,Leg 1 of 2
2022-02-27,20:45,Ligue 1,Matchweek 26,Sun,Away,W,1,0,Lyon,0.7,1.4,36,42647,José Fonte,4-2-3-1,4-2-3-1,Clément Turpin,Match Report,
2022-03-06,17:05,Ligue 1,Matchweek 27,Sun,Home,W,4,0,Clermont Foot,2.0,0.9,49,33515,José Fonte,4-2-2-2,4-1-4-1,Thomas Léonard,Match Report,
2022-03-11,21:00,Ligue 1,Matchweek 28,Fri,Home,D,0,0,Saint-Étienne,1.0,0.4,51,40146,José Fonte,4-2-3-1,3-4-1-2,Florent Batta,Match Report,
2022-03-16,21:00,Champions Lg,Round of 16,Wed,Home,L,1,2,eng Chelsea,1.7,1.0,44,49048,José Fonte,4-4-2,3-5-2,Davide Massa,Match Report,Leg 2 of 2; Chelsea won
2022-03-19,21:00,Ligue 1,Matchweek 29,Sat,Away,W,1,0,Nantes,1.1,0.8,47,25977,José Fonte,4-2-3-1,3-5-2,Pierre Gaillouste,Match Report,
2022-04-02,19:00,Ligue 1,Matchweek 30,Sat,Home,D,0,0,Bordeaux,2.7,0.0,65,36351,José Fonte,4-2-3-1,3-4-3,Bastien Dechepy,Match Report,
2022-04-10,15:00,Ligue 1,Matchweek 31,Sun,Away,D,1,1,Angers,1.2,0.5,65,9286,José Fonte,4-2-2-2,3-5-1-1,Thomas Léonard,Match Report,
2022-04-16,21:00,Ligue 1,Matchweek 32,Sat,Home,L,1,2,Lens,0.8,1.2,56,48169,José Fonte,4-4-1-1,3-1-4-2,Jérôme Brisard,Match Report,
2022-04-20,19:00,Ligue 1,Matchweek 33,Wed,Away,L,1,2,Reims,1.2,1.0,59,10910,José Fonte,4-4-1-1,5-3-2,Hakim Ben El Hadj Salem,Match Report,
2022-04-24,17:05,Ligue 1,Matchweek 34,Sun,Home,W,1,0,Strasbourg,0.5,1.0,46,30211,José Fonte,4-4-2,5-3-2,Jérémie Pignard,Match Report,
2022-05-01,13:00,Ligue 1,Matchweek 35,Sun,Away,L,0,3,Troyes,0.5,2.9,61,10497,José Fonte,4-4-2,5-4-1,Willy Delajod,Match Report,
2022-05-06,21:00,Ligue 1,Matchweek 36,Fri,Home,L,1,2,Monaco,1.0,0.3,52,39088,José Fonte,4-4-2,4-2-3-1,François Letexier,Match Report,
2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Away,W,3,1,Nice,2.0,1.4,41,24232,José Fonte,4-4-2,4-4-2,Thomas Léonard,Match Report,
2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Home,D,2,2,Rennes,1.8,1.2,50,40116,José Fonte,4-4-2,4-3-3,Amaury Delerue,Match Report,
