Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-13,Ligue 1,Away,Clermont Foot,4,2,W
2023-08-20,Ligue 1,Home,Strasbourg,3,0,W
2023-08-25,Ligue 1,Away,Nantes,3,3,D
2023-09-02,Ligue 1,Home,Lens,3,0,W
2023-09-17,Ligue 1,Away,Lorient,2,2,D
2023-09-22,Ligue 1,Home,Nice,0,1,L
2023-09-30,Ligue 1,Home,Marseille,3,2,W
2023-10-07,Ligue 1,Away,Reims,3,1,W
2023-10-22,Ligue 1,Home,Metz,2,1,W
2023-10-29,Ligue 1,Away,Lille,0,2,L
2023-11-05,Ligue 1,Home,Brest,2,0,W
2023-11-11,Ligue 1,Away,Le Havre,0,0,D
2023-11-24,Ligue 1,Away,Paris S-G,2,5,L
2023-12-03,Ligue 1,Home,Montpellier,2,0,W
2023-12-09,Ligue 1,Away,Rennes,2,1,W
2023-12-15,Ligue 1,Home,Lyon,0,1,L
2023-12-20,Ligue 1,Away,Toulouse,2,1,W
2024-01-13,Ligue 1,Home,Reims,1,3,L
2024-01-27,Ligue 1,Away,Marseille,2,2,D
2024-02-04,Ligue 1,Home,Le Havre,1,1,D
2024-02-11,Ligue 1,Away,Nice,3,2,W
2024-02-18,Ligue 1,Home,Toulouse,1,2,L
2024-02-25,Ligue 1,Away,Lens,3,2,W
2024-03-01,Ligue 1,Home,Paris S-G,0,0,D
2024-03-10,Ligue 1,Away,Strasbourg,1,0,W
2024-03-17,Ligue 1,Home,Lorient,2,2,D
2024-03-30,Ligue 1,Away,Metz,5,2,W
2024-04-07,Ligue 1,Home,Rennes,1,0,W
2024-04-21,Ligue 1,Away,Brest,2,0,W
2024-04-24,Ligue 1,Home,Lille,1,0,W
2024-04-28,Ligue 1,Away,Lyon,2,3,L
2024-05-04,Ligue 1,Home,Clermont Foot,4,1,W
2024-05-12,Ligue 1,Away,Montpellier,2,0,W
2024-05-19,Ligue 1,Home,Nantes,4,0,W
