Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Ligue 1,Away,Toulouse,0,0,D
2024-08-25,Ligue 1,Home,Auxerre,2,0,W
2024-08-31,Ligue 1,Away,Montpellier,3,1,W
2024-09-15,Ligue 1,Home,Reims,1,2,L
2024-09-22,Ligue 1,Away,Angers,1,1,D
2024-09-29,Ligue 1,Home,Saint-Étienne,2,2,D
2024-10-06,Ligue 1,Away,Lyon,0,2,L
2024-10-20,Ligue 1,Home,Nice,1,1,D
2024-10-27,Ligue 1,Away,Strasbourg,1,3,L
2024-11-03,Ligue 1,Home,Marseille,1,2,L
2024-11-09,Ligue 1,Away,Lens,2,3,L
2024-11-24,Ligue 1,Home,Le Havre,0,2,L
2024-11-30,Ligue 1,Away,Paris S-G,1,1,D
2024-12-08,Ligue 1,Home,Rennes,1,0,W
2024-12-15,Ligue 1,Away,Brest,1,4,L
2025-01-04,Ligue 1,Away,Lille,1,1,D
2025-01-10,Ligue 1,Home,Monaco,2,2,D
2025-01-19,Ligue 1,Away,Saint-Étienne,1,1,D
2025-01-26,Ligue 1,Home,Lyon,1,1,D
2025-02-02,Ligue 1,Away,Reims,2,1,W
2025-02-07,Ligue 1,Home,Brest,0,2,L
2025-02-15,Ligue 1,Away,Monaco,1,7,L
2025-02-23,Ligue 1,Home,Lens,3,1,W
2025-03-02,Ligue 1,Away,Marseille,0,2,L
2025-03-09,Ligue 1,Home,Strasbourg,0,1,L
2025-03-15,Ligue 1,Home,Lille,1,0,W
2025-03-30,Ligue 1,Away,Le Havre,2,3,L
2025-04-04,Ligue 1,Away,Nice,2,1,W
2025-04-18,Ligue 1,Away,Rennes,1,2,L
2025-04-22,Ligue 1,Home,Paris S-G,1,1,D
2025-04-27,Ligue 1,Home,Toulouse,0,0,D
2025-05-04,Ligue 1,Home,Angers,0,1,L
2025-05-10,Ligue 1,Away,Auxerre,1,1,D
2025-05-17,Ligue 1,Home,Montpellier,3,0,W
