Date,Comp,venue,opponent,goals_for,goals_against,result
2024-08-18,Ligue 1,Away,Auxerre,1,2,L
2024-08-25,Ligue 1,Home,Toulouse,1,1,D
2024-09-01,Ligue 1,Away,Angers,4,1,W
2024-09-14,Ligue 1,Away,Marseille,0,2,L
2024-09-20,Ligue 1,Home,Saint-Étienne,8,0,W
2024-09-28,Ligue 1,Away,Lens,0,0,D
2024-10-06,Ligue 1,Home,Paris S-G,1,1,D
2024-10-20,Ligue 1,Away,Nantes,1,1,D
2024-10-27,Ligue 1,Home,Monaco,2,1,W
2024-11-02,Ligue 1,Away,Brest,1,0,W
2024-11-10,Ligue 1,Home,Lille,2,2,D
2024-11-24,Ligue 1,Home,Strasbourg,2,1,W
2024-12-01,Ligue 1,Away,Lyon,1,4,L
2024-12-07,Ligue 1,Home,Le Havre,2,1,W
2024-12-15,Ligue 1,Away,Montpellier,2,2,D
2025-01-03,Ligue 1,Home,Rennes,3,2,W
2025-01-11,Ligue 1,Away,Reims,4,2,W
2025-01-17,Ligue 1,Away,Lille,1,2,L
2025-01-26,Ligue 1,Home,Marseille,2,0,W
2025-02-02,Ligue 1,Away,Toulouse,1,1,D
2025-02-08,Ligue 1,Home,Lens,2,0,W
2025-02-16,Ligue 1,Away,Le Havre,3,1,W
2025-02-23,Ligue 1,Home,Montpellier,2,0,W
2025-03-01,Ligue 1,Away,Saint-Étienne,3,1,W
2025-03-09,Ligue 1,Home,Lyon,0,2,L
2025-03-14,Ligue 1,Home,Auxerre,1,1,D
2025-03-29,Ligue 1,Away,Monaco,1,2,L
2025-04-04,Ligue 1,Home,Nantes,1,2,L
2025-04-12,Ligue 1,Away,Strasbourg,2,2,D
2025-04-20,Ligue 1,Home,Angers,2,1,W
2025-04-25,Ligue 1,Away,Paris S-G,3,1,W
2025-05-02,Ligue 1,Home,Reims,1,0,W
2025-05-10,Ligue 1,Away,Rennes,0,2,L
2025-05-17,Ligue 1,Home,Brest,6,0,W
