Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-12,Ligue 1,Away,Paris S-G,0,0,D
2023-08-20,Ligue 1,Home,Nice,1,1,D
2023-08-27,Ligue 1,Home,Lille,4,1,W
2023-09-03,Ligue 1,Away,Le Havre,0,3,L
2023-09-17,Ligue 1,Home,Monaco,2,2,D
2023-09-23,Ligue 1,Away,Nantes,3,5,L
2023-10-01,Ligue 1,Home,Montpellier,0,3,L
2023-10-08,Ligue 1,Away,Lyon,3,3,D
2023-10-22,Ligue 1,Home,Rennes,2,1,W
2023-10-28,Ligue 1,Away,Reims,0,1,L
2023-11-04,Ligue 1,Home,Lens,0,0,D
2023-11-12,Ligue 1,Away,Clermont Foot,0,1,L
2023-11-26,Ligue 1,Home,Metz,2,3,L
2023-12-03,Ligue 1,Away,Toulouse,1,1,D
2023-12-10,Ligue 1,Home,Marseille,2,4,L
2023-12-17,Ligue 1,Home,Strasbourg,1,2,L
2023-12-20,Ligue 1,Away,Brest,0,4,L
2024-01-14,Ligue 1,Away,Lille,0,3,L
2024-01-28,Ligue 1,Home,Le Havre,3,3,D
2024-02-04,Ligue 1,Away,Metz,2,1,W
2024-02-11,Ligue 1,Home,Reims,2,0,W
2024-02-18,Ligue 1,Away,Strasbourg,3,1,W
2024-02-24,Ligue 1,Home,Nantes,0,1,L
2024-03-03,Ligue 1,Away,Rennes,2,1,W
2024-03-09,Ligue 1,Home,Lyon,0,2,L
2024-03-17,Ligue 1,Away,Monaco,2,2,D
2024-03-31,Ligue 1,Home,Brest,0,1,L
2024-04-07,Ligue 1,Away,Montpellier,0,2,L
2024-04-19,Ligue 1,Away,Nice,0,3,L
2024-04-24,Ligue 1,Home,Paris S-G,1,4,L
2024-04-28,Ligue 1,Home,Toulouse,1,2,L
2024-05-03,Ligue 1,Away,Lens,0,2,L
2024-05-12,Ligue 1,Away,Marseille,1,3,L
2024-05-19,Ligue 1,Home,Clermont Foot,5,0,W
