Date,Comp,venue,opponent,goals_for,goals_against,result
2023-08-12,Premier League,Away,Brighton,1,4,L
2023-08-25,Premier League,Away,Chelsea,0,3,L
2023-09-01,Premier League,Home,West Ham,1,2,L
2023-09-16,Premier League,Away,Fulham,0,1,L
2023-09-23,Premier League,Home,Wolves,1,1,D
2023-09-30,Premier League,Away,Everton,2,1,W
2023-10-03,Premier League,Home,Burnley,1,2,L
2023-10-07,Premier League,Home,Tottenham,0,1,L
2023-10-21,Premier League,Away,Nott'ham Forest,2,2,D
2023-10-29,Premier League,Away,Aston Villa,1,3,L
2023-11-05,Premier League,Home,Liverpool,1,1,D
2023-11-11,Premier League,Away,Manchester Utd,0,1,L
2023-11-25,Premier League,Home,Crystal Palace,2,1,W
2023-12-02,Premier League,Away,Brentford,1,3,L
2023-12-05,Premier League,Home,Arsenal,3,4,L
2023-12-10,Premier League,Home,Manchester City,1,2,L
2023-12-23,Premier League,Home,Newcastle Utd,1,0,W
2023-12-26,Premier League,Away,Sheffield Utd,3,2,W
2023-12-30,Premier League,Home,Chelsea,2,3,L
2024-01-12,Premier League,Away,Burnley,1,1,D
2024-01-30,Premier League,Home,Brighton,4,0,W
2024-02-03,Premier League,Away,Newcastle Utd,4,4,D
2024-02-10,Premier League,Home,Sheffield Utd,1,3,L
2024-02-18,Premier League,Home,Manchester Utd,1,2,L
2024-02-21,Premier League,Away,Liverpool,1,4,L
2024-03-02,Premier League,Home,Aston Villa,2,3,L
2024-03-09,Premier League,Away,Crystal Palace,1,1,D
2024-03-13,Premier League,Away,Bournemouth,3,4,L
2024-03-16,Premier League,Home,Nott'ham Forest,1,1,D
2024-03-30,Premier League,Away,Tottenham,1,2,L
2024-04-03,Premier League,Away,Arsenal,0,2,L
2024-04-06,Premier League,Home,Bournemouth,2,1,W
2024-04-13,Premier League,Away,Manchester City,1,5,L
2024-04-20,Premier League,Home,Brentford,1,5,L
2024-04-27,Premier League,Away,Wolves,1,2,L
2024-05-03,Premier League,Home,Everton,1,1,D
2024-05-11,Premier League,Away,West Ham,1,3,L
2024-05-19,Premier League,Home,Fulham,2,4,L
